Total Population,id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over,Male - 5 to 14 years,Male - 15 to 17 years,Male - Under 18 years,Male - 18 to 24 years,Male - 15 to 44 years,Male - 16 years and over,Male - 18 years and over,Male - 21 years and over,Male - 60 years and over,Male - 62 years and over,Male - 65 years and over,Male - 75 years and over,Female - Male - 5 to 14 years,Female - Male - 15 to 17 years,Female - Male - Under 18 years,Female - Male - 18 to 24 years,Female - Male - 15 to 44 years,Female - Male - 16 years and over,Female - Male - 18 years and over,Female - Male - 21 years and over,Female - Male - 60 years and over,Female - Male - 62 years and over,Female - Male - 65 years and over,Female - Male - 75 years and over
370200,0500000US48039,"Brazoria County, Texas",55959,16351,97974,32076,154380,283483,272226,258647,62577,54823,43656,15732,28387,8788,50344,16137,79306,142232,136673,130900,29709,26451,19992,6936,27572,7563,47630,15939,75074,141251,135553,127747,32868,28372,23664,8796
566719,0500000US48491,"Williamson County, Texas",83481,25078,145367,44984,241847,438217,421352,401964,96359,86076,68659,25582,42932,12581,74518,22820,120117,212512,204366,195029,43734,38469,30334,10755,40549,12497,70849,22164,121730,225705,216986,206935,52625,47607,38325,14827
65507,0500000US53045,"Mason County, Washington",7466,1852,12538,5681,21505,54199,52969,50607,19559,17595,14862,5517,3944,1026,6073,3147,11822,28290,27490,26263,9137,7893,6998,2488,3522,826,6465,2534,9683,25909,25479,24344,10422,9702,7864,3029
163129,0500000US55105,"Rock County, Wisconsin",20908,6666,37426,14754,60859,130594,125703,119498,37580,33027,27151,11335,11322,3210,20050,7897,30566,63357,60867,57500,16542,14449,11888,4610,9586,3456,17376,6857,30293,67237,64836,61998,21038,18578,15263,6725
71986,0500000US72097,"Mayagüez Municipio, Puerto Rico",7023,2608,12186,11006,28390,61443,59800,54546,22335,20746,17503,8692,3583,1359,6272,5819,14593,28931,28087,25545,8916,8322,7190,3361,3440,1249,5914,5187,13797,32512,31713,29001,13419,12424,10313,5331
99696,0500000US06057,"Nevada County, California",10476,2672,17079,5111,29157,84536,82617,80575,36584,33053,27746,10253,5231,1343,8779,2698,15259,41080,40029,38743,17132,15149,12775,4569,5245,1329,8300,2413,13898,43456,42588,41832,19452,17904,14971,5684
216072,0500000US12019,"Clay County, Florida",29986,8807,50354,17198,80372,171552,165718,157982,47841,43022,34752,12144,16055,5234,27182,9272,41267,84518,80882,76825,22591,20100,15952,5378,13931,3573,23172,7926,39105,87034,84836,81157,25250,22922,18800,6766
105424,0500000US12055,"Highlands County, Florida",10475,3576,18396,7369,29952,89467,87028,82549,45206,41736,37245,19857,4731,2105,8674,4515,15628,43631,42189,39499,21540,20132,17741,9669,5744,1471,9722,2854,14324,45836,44839,43050,23666,21604,19504,10188
71375,0500000US12131,"Walton County, Florida",8559,2458,14377,5451,24297,58985,56998,55005,19921,17904,14517,5347,4128,1108,6821,3138,12469,N,27813,26553,9495,8352,6975,2463,4431,1350,7556,2313,11828,N,29185,28452,10426,9552,7542,2884
167218,0500000US15009,"Maui County, Hawaii",20515,5883,36038,11697,60809,134611,131180,126296,42244,38045,30492,11827,10655,2985,17054,5999,30925,66802,65228,62729,19991,17605,14319,4977,9860,2898,18984,5698,29884,67809,65952,63567,22253,20440,16173,6850
293557,0500000US23005,"Cumberland County, Maine",30907,10090,54503,24075,111397,245989,239054,229766,74565,67396,53973,21941,16003,5433,28526,12045,56337,118092,114312,109692,34046,30425,23641,8791,14904,4657,25977,12030,55060,127897,124742,120074,40519,36971,30332,13150
309176,0500000US33015,"Rockingham County, New Hampshire",34500,11828,60249,22238,106873,256291,248927,239859,79192,69121,55401,21628,17304,6096,30757,11800,54379,125909,122208,117370,37063,32600,25488,9111,17196,5732,29492,10438,52494,130382,126719,122489,42129,36521,29913,12517
72290,0500000US35031,"McKinley County, New Mexico",12262,3888,20836,7149,29519,54398,51454,47917,14676,11833,9281,4288,6798,1987,10609,3315,14212,25460,23916,22145,5826,4635,3573,1586,5464,1901,10227,3834,15307,28938,27538,25772,8850,7198,5708,2702
77145,0500000US36011,"Cayuga County, New York",8506,2807,15264,5812,28186,63827,61881,59126,19699,17475,14322,6084,4486,1420,7945,3055,15305,32832,31819,30456,9441,8150,6663,2551,4020,1387,7319,2757,12881,30995,30062,28670,10258,9325,7659,3533
2582830,0500000US36047,"Kings County, New York",314729,86998,588823,208684,1130559,2050989,1994007,1915350,499818,441486,358797,154740,160493,44028,300639,101146,548695,951427,922639,882766,208386,182969,146753,58087,154236,42970,288184,107538,581864,1099562,1071368,1032584,291432,258517,212044,96653
116748,0500000US37089,"Henderson County, North Carolina",12866,4356,22053,7818,34748,97547,94695,90703,38616,34899,30339,13477,8070,1703,12135,3940,16037,45193,44195,42456,17076,15208,13109,5655,4796,2653,9918,3878,18711,52354,50500,48247,21540,19691,17230,7822
167995,0500000US39057,"Greene County, Ohio",19196,6411,34891,20398,68185,137609,133104,123073,40333,35219,29059,12036,10124,3111,17898,10309,34087,67238,65097,59705,18202,16109,12975,4835,9072,3300,16993,10089,34098,70371,68007,63368,22131,19110,16084,7201
121099,0500000US39139,"Richland County, Ohio",14397,4367,25845,9139,43118,98254,95254,91269,31379,28400,23735,11121,7438,2487,12885,5064,23959,49778,48078,46303,13925,12216,10061,4242,6959,1880,12960,4075,19159,48476,47176,44966,17454,16184,13674,6879
87393,0500000US41033,"Josephine County, Oregon",9414,3147,16840,4892,27043,72746,70553,68004,29992,26788,22863,9561,4879,1642,9050,2575,13902,35247,34244,32925,13976,12684,10782,4281,4535,1505,7790,2317,13141,37499,36309,35079,16016,14104,12081,5280
164742,0500000US42007,"Beaver County, Pennsylvania",17757,5358,31834,11440,54275,136746,132908,128241,47638,42645,35619,15845,8952,2602,15811,6045,27631,65975,64245,61740,21811,19115,15529,6291,8805,2756,16023,5395,26644,70771,68663,66501,25827,23530,20090,9554
65456,0500000US42037,"Columbia County, Pennsylvania",6217,1938,11380,10582,25860,55419,54076,49499,17477,15441,12712,5448,3102,996,5916,4865,12767,26552,25849,23644,8052,6942,5599,2167,3115,942,5464,5717,13093,28867,28227,25855,9425,8499,7113,3281
66802,0500000US45031,"Darlington County, South Carolina",9328,2691,14925,7513,24680,53865,51877,48256,18369,16720,12640,4856,5465,1431,8970,3762,12490,25379,24179,22401,8005,7412,5437,1795,3863,1260,5955,3751,12190,28486,27698,25855,10364,9308,7203,3061
414576,0500000US45079,"Richland County, South Carolina",49188,15379,88465,65441,192981,336306,326111,295206,75445,66753,52878,19684,24916,8169,44950,34315,96687,160909,155742,138683,32236,28176,22437,7580,24272,7210,43515,31126,96294,175397,170369,156523,43209,38577,30441,12104
787858,0500000US48157,"Fort Bend County, Texas",123299,38062,215824,64909,318238,597161,572034,542149,130727,114558,87280,29367,63046,19340,109905,33055,155278,290712,276774,261364,61206,53046,39989,12677,60253,18722,105919,31854,162960,306449,295260,280785,69521,61512,47291,16690
133991,0500000US48181,"Grayson County, Texas",17759,5484,31346,12126,49814,106706,102645,97051,31365,28131,23606,9581,9524,2748,16283,6188,25014,50761,48839,46242,13877,12753,10284,3912,8235,2736,15063,5938,24800,55945,53806,50809,17488,15378,13322,5669
118189,0500000US48451,"Tom Green County, Texas",15974,4168,28181,14306,50505,92523,90008,82802,24528,21973,17887,6894,8390,2180,14685,7534,26495,46199,44766,40724,11377,10210,8196,2875,7584,1988,13496,6772,24010,46324,45242,42078,13151,11763,9691,4019
78747,0500000US51019,"Bedford County, Virginia",8803,3358,15719,5795,25130,65596,63028,60630,23433,20729,16691,6771,4447,1668,7968,2940,12467,31864,30637,29130,11134,9780,7770,2906,4356,1690,7751,2855,12663,33732,32391,31500,12299,10949,8921,3865
94347,0500000US53021,"Franklin County, Washington",17956,4565,30919,8582,41246,66706,63428,59248,13455,11826,9167,3476,8768,2334,15495,4541,21823,35116,33379,31629,7055,6072,4754,1628,9188,2231,15424,4041,19423,31590,30049,27619,6400,5754,4413,1848
97331,0500000US53025,"Grant County, Washington",16563,4380,28290,9399,39095,71819,69041,64887,19409,18097,14081,5337,8483,2189,14311,5002,20279,36533,35478,33702,9805,9130,7358,2410,8080,2191,13979,4397,18816,35286,33563,31185,9604,8967,6723,2927
89694,0500000US55109,"St. Croix County, Wisconsin",13043,4274,22503,6676,33293,70084,67191,64433,17626,15332,12492,4760,6519,2176,11252,3253,16685,34544,33077,31678,8583,7034,5873,2034,6524,2098,11251,3423,16608,35540,34114,32755,9043,8298,6619,2726
124806,0500000US05045,"Faulkner County, Arkansas",16525,4918,28872,18895,57042,99063,95934,87833,22799,19812,15720,5805,8351,1990,14431,9033,27657,46894,46145,42296,10292,8738,6896,2373,8174,2928,14441,9862,29385,52169,49789,45537,12507,11074,8824,3432
994400,0500000US06019,"Fresno County, California",159937,44597,281820,97693,422138,741706,712580,670386,169961,148527,121540,50538,81978,22291,143722,49770,214722,366882,352228,330925,78005,67625,54349,20936,77959,22306,138098,47923,207416,374824,360352,339461,91956,80902,67191,29602
326078,0500000US08013,"Boulder County, Colorado",36082,11580,62140,47775,145921,271260,263938,241841,67916,58643,46033,17287,18098,5826,31129,24557,76051,136421,132492,121607,30982,26853,21161,7163,17984,5754,31011,23218,69870,134839,131446,120234,36934,31790,24872,10124
713856,0500000US08041,"El Paso County, Colorado",95728,28093,172062,77649,311095,560356,541794,511545,130886,114214,91397,34436,48769,14208,87699,43762,164637,283069,273053,256264,59380,50862,41044,14042,46959,13885,84363,33887,146458,277287,268741,255281,71506,63352,50353,20394
184998,0500000US12015,"Charlotte County, Florida",12046,4018,22207,9871,40081,165477,162791,157562,91878,85186,74321,34983,5812,2191,11725,5850,20504,79679,78415,75699,43934,40469,35863,17266,6234,1827,10482,4021,19577,85798,84376,81863,47944,44717,38458,17717
1436888,0500000US12057,"Hillsborough County, Florida",181288,53679,323828,128606,597502,1151547,1113060,1058836,287770,253118,205808,83133,93110,27328,166145,64658,296569,556825,536663,509169,127429,112114,90655,34267,88178,26351,157683,63948,300933,594722,576397,549667,160341,141004,115153,48866
77781,0500000US18043,"Floyd County, Indiana",9661,3468,17558,6452,29838,62381,60223,57348,17513,15636,12434,4885,4808,1661,8591,3293,14902,30015,29053,27705,7784,6921,5219,1920,4853,1807,8967,3159,14936,32366,31170,29643,9729,8715,7215,2965
110356,0500000US21093,"Hardin County, Kentucky",15679,4363,27112,10233,43509,86188,83244,79326,23125,19360,15845,6505,8160,2371,14609,6078,22721,42885,41209,38999,10232,8650,6850,2490,7519,1992,12503,4155,20788,43303,42035,40327,12893,10710,8995,4015
391006,0500000US22071,"Orleans Parish, Louisiana",42731,12390,78124,33611,169056,320960,312882,296820,82084,72993,57532,21716,21606,6154,39548,16099,80231,149403,145707,138642,35863,31210,24734,8629,21125,6236,38576,17512,88825,171557,167175,158178,46221,41783,32798,13087
67111,0500000US23003,"Aroostook County, Maine",6844,2313,12567,4921,20347,56592,54544,52402,22370,20089,16193,6948,3291,1343,6237,2469,10512,27839,26630,25531,10632,9439,7423,2850,3553,970,6330,2452,9835,28753,27914,26871,11738,10650,8770,4098
828431,0500000US24005,"Baltimore County, Maryland",100003,29964,178822,72508,317767,668802,649609,616193,199558,176888,142542,62928,50906,15332,91088,35864,154208,311715,301648,284696,86886,76027,59856,23854,49097,14632,87734,36644,163559,357087,347961,331497,112672,100861,82686,39074
150926,0500000US24043,"Washington County, Maryland",18942,5724,32970,12259,56653,121988,117956,112556,37207,31559,26066,11454,9996,3121,18026,6434,30809,62019,59894,57215,16807,13918,11364,4572,8946,2603,14944,5825,25844,59969,58062,55341,20400,17641,14702,6882
1259201,0500000US26125,"Oakland County, Michigan",146121,48957,264031,102171,475951,1028049,995170,953484,300804,262825,211586,86779,74407,25027,134892,52624,242171,497861,481945,460751,133784,115768,92675,34960,71714,23930,129139,49547,233780,530188,513225,492733,167020,147057,118911,51819
265429,0500000US34001,"Atlantic County, New Jersey",32043,10029,56422,26053,95277,216076,209007,198739,65593,58152,47558,20202,17353,4970,29683,12500,47368,103489,99950,94850,29138,25868,21163,8336,14690,5059,26739,13553,47909,112587,109057,103889,36455,32284,26395,11866
829685,0500000US34023,"Middlesex County, New Jersey",100776,31246,179932,76892,334829,670392,649753,611906,174848,152996,124138,53106,51430,16008,91974,39106,170151,328755,317810,299433,78948,68069,54138,21146,49346,15238,87958,37786,164678,341637,331943,312473,95900,84927,70000,31960
140799,0500000US34037,"Sussex County, New Jersey",15500,5820,28019,11652,49000,116864,112780,107965,35601,30069,23676,9063,7827,3038,14527,5737,25077,57879,55659,53359,17404,14876,11142,3982,7673,2782,13492,5915,23923,58985,57121,54606,18197,15193,12534,5081
64689,0500000US35005,"Chaves County, New Mexico",9347,3045,16484,6124,24822,50308,48205,45166,15317,13095,10830,4925,4796,1604,8770,3140,12541,24633,23484,22065,7198,6213,5033,2392,4551,1441,7714,2984,12281,25675,24721,23101,8119,6882,5797,2533
217522,0500000US35013,"Doña Ana County, New Mexico",30571,8056,52231,31044,91541,170868,165291,153538,46611,42862,34786,14935,15216,4191,26272,15421,46342,83239,80691,75585,22093,20094,16362,6538,15355,3865,25959,15623,45199,87629,84600,77953,24518,22768,18424,8397
476179,0500000US36085,"Richmond County, New York",58224,18400,104037,39491,182096,384432,372142,356111,110711,98085,77054,31071,29930,9437,53302,20011,90931,183897,177463,169161,49137,42899,33233,11950,28294,8963,50735,19480,91165,200535,194679,186950,61574,55186,43821,19121
543557,0500000US42071,"Lancaster County, Pennsylvania",71223,21261,127711,49076,202684,430023,415846,392647,133044,119696,98751,45483,36167,10932,65164,24437,101388,207608,200562,189591,60316,53591,43795,18632,35056,10329,62547,24639,101296,222415,215284,203056,72728,66105,54956,26851
142067,0500000US42107,"Schuylkill County, Pennsylvania",16111,5326,28190,9434,48969,117900,113877,110350,39214,35236,28879,12636,8401,2885,14701,5077,27191,60961,58635,56710,17741,15630,12873,4988,7710,2441,13489,4357,21778,56939,55242,53640,21473,19606,16006,7648
350611,0500000US42129,"Westmoreland County, Pennsylvania",36526,12055,64119,25391,112745,294601,286492,275874,108895,97526,79436,35362,18599,6396,32808,13011,57709,143271,139051,133648,48343,43625,34925,14126,17927,5659,31311,12380,55036,151330,147441,142226,60552,53901,44511,21236
313888,0500000US45083,"Spartanburg County, South Carolina",42437,12262,72372,29554,121319,248960,241516,228128,70165,60765,50178,20253,20355,6255,35802,14776,59653,119874,115280,108893,31339,26753,21843,8134,22082,6007,36570,14778,61666,129086,126236,119235,38826,34012,28335,12119
590925,0500000US48339,"Montgomery County, Texas",88675,26679,155734,48402,231510,452956,435191,414045,109427,95049,78414,29122,45174,14324,80924,25492,116649,223881,213475,202841,51389,43112,35128,12392,43501,12355,74810,22910,114861,229075,221716,211204,58038,51937,43286,16730
329261,0500000US51087,"Henrico County, Virginia",41861,12930,74468,26387,129609,262611,254793,244345,72311,64607,51563,21333,21293,6242,38107,13816,62930,122447,118461,112716,29972,26372,21587,8011,20568,6688,36361,12571,66679,140164,136332,131629,42339,38235,29976,13322
228783,0500000US51760,"Richmond city, Virginia",20387,6141,39707,27950,112434,193398,189076,176364,43488,38011,30213,11931,9878,3048,19556,13086,54811,90497,88173,82285,18237,15730,12292,4421,10509,3093,20151,14864,57623,102901,100903,94079,25251,22281,17921,7510
104534,0500000US55035,"Eau Claire County, Wisconsin",11497,3469,20982,18420,46865,86017,83552,76485,22432,20247,16689,6923,6065,1897,11122,9048,23722,42302,40979,37793,10314,8880,7513,2848,5432,1572,9860,9372,23143,43715,42573,38692,12118,11367,9176,4075
118230,0500000US55063,"La Crosse County, Wisconsin",13072,4050,23383,18860,50909,97241,94847,86734,26891,23813,19122,8377,6523,2154,11680,9019,25245,46747,45528,41686,11941,10344,8531,3380,6549,1896,11703,9841,25664,50494,49319,45048,14950,13469,10591,4997
218022,0500000US01003,"Baldwin County, Alabama",27538,8740,47156,15175,73403,176222,170866,163886,59517,53676,44443,17291,14545,4481,24391,7025,35698,84020,81046,77653,27487,25163,20457,7751,12993,4259,22765,8150,37705,92202,89820,86233,32030,28513,23986,9540
121421,0500000US05125,"Saline County, Arkansas",15787,5250,28207,9660,46319,96973,93214,88419,28369,25563,21793,9043,7536,2917,14248,5017,23257,47741,45289,42153,12889,11493,9991,4069,8251,2333,13959,4643,23062,49232,47925,46266,15480,14070,11802,4974
596849,0500000US12009,"Brevard County, Florida",62002,19793,109627,43515,193364,500565,487222,466091,191416,169932,141268,64973,31085,9418,54317,23398,97894,241737,235294,223813,87156,77967,64689,28198,30917,10375,55310,20117,95470,258828,251928,242278,104260,91965,76579,36775
110024,0500000US17091,"Kankakee County, Illinois",14197,4547,25195,12105,43363,87441,84829,79585,25626,23004,18344,8024,7737,2208,13449,6212,21432,42515,41319,38797,12343,10749,8369,3479,6460,2339,11746,5893,21931,44926,43510,40788,13283,12255,9975,4545
82753,0500000US18005,"Bartholomew County, Indiana",10670,3550,19690,6135,32180,65756,63063,60642,18148,16203,13549,5960,4991,1831,9426,3452,17141,33495,31736,30389,8240,7183,5938,2524,5679,1719,10264,2683,15039,32261,31327,30253,9908,9020,7611,3436
330086,0500000US18057,"Hamilton County, Indiana",52449,14913,89053,24376,128419,251586,241033,232182,58564,51904,41308,16488,26320,7336,45029,12759,63382,120847,115853,111116,26480,22888,17919,6615,26129,7577,44024,11617,65037,130739,125180,121066,32084,29016,23389,9873
487204,0500000US19153,"Polk County, Iowa",67619,19031,121315,42374,203374,379522,365889,346545,87921,79142,63048,25425,34419,9637,61891,21069,102317,185421,178591,168510,39298,35581,27354,9799,33200,9394,59424,21305,101057,194101,187298,178035,48623,43561,35694,15626
165324,0500000US20209,"Wyandotte County, Kansas",26132,6670,46120,13980,67237,123484,119204,113353,29070,25518,20344,8022,13063,3408,23453,7096,34047,60499,58412,55635,12871,10877,8769,3141,13069,3262,22667,6884,33190,62985,60792,57718,16199,14641,11575,4881
70941,0500000US22045,"Iberia Parish, Louisiana",10400,2872,18154,7107,26532,54815,52787,48871,15241,12904,10381,4035,5392,1515,9176,3720,12896,26216,24933,22475,6987,5992,4683,1671,5008,1357,8978,3387,13636,28599,27854,26396,8254,6912,5698,2364
258111,0500000US22103,"St. Tammany Parish, Louisiana",35185,11094,61900,19542,92471,203712,196211,186070,61068,53337,43644,16943,18019,5370,32383,9842,45098,97515,93874,88661,28079,24103,19750,7073,17166,5724,29517,9700,47373,106197,102337,97409,32989,29234,23894,9870
70975,0500000US24001,"Allegany County, Maryland",6723,2015,12257,9210,27539,59916,58718,53739,18384,16775,14147,6488,3628,1092,6723,4879,15735,31893,31218,28343,8464,7470,6208,2670,3095,923,5534,4331,11804,28023,27500,25396,9920,9305,7939,3818
564022,0500000US25005,"Bristol County, Massachusetts",66023,20666,116098,52050,214578,461547,447924,426207,134679,118849,94856,39607,33555,10224,59117,26410,105996,220492,213997,202132,60310,53134,40629,15102,32468,10442,56981,25640,108582,241055,233927,224075,74369,65715,54227,24505
154141,0500000US26021,"Berrien County, Michigan",19071,5676,33571,13135,53809,123766,120570,113882,42824,37757,30468,13142,9635,2627,16844,6967,27224,59999,58562,55213,19134,16936,13555,5465,9436,3049,16727,6168,26585,63767,62008,58669,23690,20821,16913,7677
191224,0500000US26093,"Livingston County, Michigan",22460,8091,40751,15293,65686,156086,150473,143180,48246,42355,33118,12572,11636,4167,21031,8052,33986,77831,74892,70792,22831,19773,15366,5560,10824,3924,19720,7241,31700,78255,75581,72388,25415,22582,17752,7012
66516,0500000US26103,"Marquette County, Michigan",7206,1957,12450,10257,26734,55205,54066,49978,17746,15814,12824,5307,3700,1054,6380,4798,13286,27394,26843,24974,8803,7719,6215,2325,3506,903,6070,5459,13448,27811,27223,25004,8943,8095,6609,2982
180005,0500000US29019,"Boone County, Missouri",20849,5190,36539,36058,90098,147029,143466,126086,32208,27949,21937,8738,11074,2718,19657,17361,43821,69726,67977,60725,14288,12712,9603,3566,9775,2472,16882,18697,46277,77303,75489,65361,17920,15237,12334,5172
503310,0500000US34031,"Passaic County, New Jersey",66091,19901,119860,48657,200308,396210,383450,362632,103780,90899,73211,31940,33775,10164,61205,24219,100320,190865,184447,174338,46286,40209,31314,13016,32316,9737,58655,24438,99988,205345,199003,188294,57494,50690,41897,18924
145179,0500000US35043,"Sandoval County, New Mexico",19553,6306,33582,10803,53590,116307,111597,106832,35389,31385,25763,9474,9908,2936,16953,5476,26639,56131,54212,51846,16033,14271,11975,4251,9645,3370,16629,5327,26951,60176,57385,54986,19356,17114,13788,5223
155350,0500000US36093,"Schenectady County, New York",18809,5818,33337,16260,60318,125853,122013,115628,38121,33627,26852,12016,9951,3106,17539,8291,30150,60793,58673,55282,16516,14645,11300,4683,8858,2712,15798,7969,30168,65060,63340,60346,21605,18982,15552,7333
69524,0500000US37031,"Carteret County, North Carolina",6895,2280,12343,4513,21043,58873,57181,55393,23217,21241,17455,6685,3875,1117,6820,2407,10505,28398,27405,26399,10582,9586,7998,3020,3020,1163,5523,2106,10538,30475,29776,28994,12635,11655,9457,3665
131831,0500000US37155,"Robeson County, North Carolina",18431,5469,32772,13317,51786,103123,99059,91936,29016,25707,19861,7494,9312,2649,16868,6670,25521,49203,47296,43516,12898,11496,8739,2898,9119,2820,15904,6647,26265,53920,51763,48420,16118,14211,11122,4596
162927,0500000US39133,"Portage County, Ohio",16588,5513,29604,27217,68493,137833,133323,120006,38216,33688,27185,10683,8281,2842,15313,12146,33137,66210,64028,58883,17584,15124,12228,4610,8307,2671,14291,15071,35356,71623,69295,61123,20632,18564,14957,6073
346868,0500000US41047,"Marion County, Oregon",47889,15315,85970,32439,138569,270516,260898,247614,76684,68244,53475,22408,24649,7977,44449,16834,71467,135225,130538,123944,35399,31587,24193,9715,23240,7338,41521,15605,67102,135291,130360,123670,41285,36657,29282,12693
162805,0500000US42027,"Centre County, Pennsylvania",13588,4477,24527,40331,83525,140974,138278,115471,31484,28061,22815,9880,6785,2232,12469,21577,45940,74244,72901,61650,14684,13375,10405,4106,6803,2245,12058,18754,37585,66730,65377,53821,16800,14686,12410,5774
207346,0500000US42125,"Washington County, Pennsylvania",23310,6872,40241,17834,71812,171628,167105,159128,58284,51951,42146,17996,11710,3393,20001,9378,36160,83228,81091,77062,26813,23862,18807,7161,11600,3479,20240,8456,35652,88400,86014,82066,31471,28089,23339,10835
66994,0500000US45059,"Laurens County, South Carolina",8277,2526,14560,6491,24403,54139,52434,48341,17111,15745,12626,4762,4332,1943,8287,3191,12239,26224,24779,22473,7711,7133,5837,2050,3945,583,6273,3300,12164,27915,27655,25868,9400,8612,6789,2712
76482,0500000US47001,"Anderson County, Tennessee",9242,2748,16147,6492,26933,61927,60335,57505,21083,18819,15305,6514,4350,1389,7891,2931,13505,29691,29046,27399,9912,8675,6788,2639,4892,1359,8256,3561,13428,32236,31289,30106,11171,10144,8517,3875
107239,0500000US51085,"Hanover County, Virginia",14519,4650,23714,8832,37342,86394,83525,79278,26431,23245,18887,7902,7750,2180,12521,4503,18778,41461,39925,37700,11890,10601,8671,3673,6769,2470,11193,4329,18564,44933,43600,41578,14541,12644,10216,4229
269805,0500000US53035,"Kitsap County, Washington",30595,9067,55256,26089,105569,220424,214549,206788,66244,59085,47748,17490,15768,4286,28388,15565,57070,112381,109698,105431,30952,27897,22355,7667,14827,4781,26868,10524,48499,108043,104851,101357,35292,31188,25393,9823
85129,0500000US55055,"Jefferson County, Wisconsin",9944,3901,18054,7925,32439,70074,67075,62942,20450,17349,14645,5793,5314,1892,9325,4087,16319,34697,33117,30672,9937,8424,6777,2519,4630,2009,8729,3838,16120,35377,33958,32270,10513,8925,7868,3274
187365,0500000US55087,"Outagamie County, Wisconsin",24818,7342,44127,15927,73170,148009,143238,136779,39072,33751,27576,11759,12925,3408,22158,7998,36940,72792,70817,67459,18343,15721,12578,4874,11893,3934,21969,7929,36230,75217,72421,69320,20729,18030,14998,6885
71385,0500000US01049,"DeKalb County, Alabama",9972,3184,17145,6071,26161,57239,54240,51984,17182,15204,12261,4884,5088,1499,8965,3241,12741,27464,26083,24497,8407,7129,5423,1942,4884,1685,8180,2830,13420,29775,28157,27487,8775,8075,6838,2942
231256,0500000US06007,"Butte County, California",25694,7462,46212,32132,95977,190638,185044,170988,58620,52348,42820,17551,12839,3813,23211,16244,49599,93518,90525,82723,26448,23811,19151,7517,12855,3649,23001,15888,46378,97120,94519,88265,32172,28537,23669,10034
190678,0500000US06017,"El Dorado County, California",21999,7427,38012,13818,61379,156948,152666,146861,57738,51075,40427,14999,11085,3285,18699,7420,31063,77579,75828,72320,27580,24371,19658,6638,10914,4142,19313,6398,30316,79369,76838,74541,30158,26704,20769,8361
181827,0500000US06025,"Imperial County, California",27764,8191,50831,19171,75672,136416,130996,123028,31908,27640,23512,10153,14148,3971,26087,10385,41079,70309,67568,63809,13522,12608,10742,4312,13616,4220,24744,8786,34593,66107,63428,59219,18386,15032,12770,5841
896764,0500000US06029,"Kern County, California",147602,41638,258952,90572,386714,664871,637812,600840,143202,125407,98076,38770,74717,21575,131665,48800,206378,342655,328104,307832,66168,57649,45504,16664,72885,20063,127287,41772,180336,322216,309708,293008,77034,67758,52572,22106
259666,0500000US06041,"Marin County, California",30408,9949,51861,16952,78770,214458,207805,201241,78465,70374,58213,24517,15697,5104,26557,8189,40371,103848,100742,97634,35517,31576,25698,10165,14711,4845,25304,8763,38399,110610,107063,103607,42948,38798,32515,14352
