id,Geographic Area Name,total_households,smartphone_households,smartphone_ownership
0500000US10001,"Kent County, Delaware",67841,55219,0.8139473179935437
0500000US12111,"St. Lucie County, Florida",118768,104603,0.8807338677084736
0500000US13185,"Lowndes County, Georgia",41734,30086,0.7208990271720899
0500000US17001,"Adams County, Illinois",26397,20582,0.7797098155093382
0500000US17037,"DeKalb County, Illinois",38849,34495,0.8879250431156529
0500000US17199,"Williamson County, Illinois",27815,20872,0.7503864821139673
0500000US18063,"Hendricks County, Indiana",60368,54813,0.9079810495626822
0500000US19155,"Pottawattamie County, Iowa",36635,28550,0.7793094035758155
0500000US24021,"Frederick County, Maryland",95903,84128,0.8772196907291743
0500000US24033,"Prince George's County, Maryland",315759,279824,0.886194851136468
0500000US26045,"Eaton County, Michigan",44879,38068,0.8482363689030504
0500000US26075,"Jackson County, Michigan",62598,49879,0.7968145947154861
0500000US26121,"Muskegon County, Michigan",67196,53713,0.7993481754866361
0500000US26139,"Ottawa County, Michigan",103438,89592,0.866142036775653
0500000US27003,"Anoka County, Minnesota",128140,111983,0.8739113469642579
0500000US31055,"Douglas County, Nebraska",220858,186683,0.845262566898188
0500000US31109,"Lancaster County, Nebraska",125917,109164,0.8669520398357649
0500000US33005,"Cheshire County, New Hampshire",30208,22865,0.7569186970338984
0500000US34011,"Cumberland County, New Jersey",50034,39105,0.7815685333972898
0500000US35049,"Santa Fe County, New Mexico",62707,49741,0.7932288261278645
0500000US37051,"Cumberland County, North Carolina",127911,109903,0.8592146101586259
0500000US42075,"Lebanon County, Pennsylvania",54522,41594,0.7628847070907157
0500000US47037,"Davidson County, Tennessee",283445,249303,0.8795462964596306
0500000US48113,"Dallas County, Texas",937438,818981,0.8736375098939877
0500000US48167,"Galveston County, Texas",121976,109446,0.8972748737456548
0500000US51153,"Prince William County, Virginia",143861,133765,0.9298211468014264
0500000US51199,"York County, Virginia",24996,21652,0.866218594975196
0500000US53011,"Clark County, Washington",178980,156596,0.8749357470108392
0500000US55117,"Sheboygan County, Wisconsin",46308,36982,0.7986093115660361
0500000US56021,"Laramie County, Wyoming",39678,33408,0.8419779222743082
0500000US06053,"Monterey County, California",126299,111411,0.8821209985827283
0500000US08035,"Douglas County, Colorado",125035,117729,0.9415683608589595
0500000US12031,"Duval County, Florida",367238,319945,0.8712197539470317
0500000US13255,"Spalding County, Georgia",25659,20934,0.8158540862855138
0500000US18003,"Allen County, Indiana",147638,124098,0.8405559544290765
0500000US22005,"Ascension Parish, Louisiana",45102,39933,0.8853931089530398
0500000US26161,"Washtenaw County, Michigan",143072,129046,0.9019654439722657
0500000US28089,"Madison County, Mississippi",40229,36073,0.8966914414974272
0500000US29021,"Buchanan County, Missouri",33621,28141,0.8370066327592873
0500000US29077,"Greene County, Missouri",128691,102091,0.7933033390058357
0500000US34015,"Gloucester County, New Jersey",101414,87276,0.8605912398682628
0500000US34029,"Ocean County, New Jersey",228622,175981,0.7697465685717035
0500000US34039,"Union County, New Jersey",192021,163247,0.8501518063128511
0500000US36009,"Cattaraugus County, New York",32079,22892,0.7136132672464852
0500000US36055,"Monroe County, New York",301668,246428,0.8168847872495592
0500000US36109,"Tompkins County, New York",40250,34106,0.8473540372670807
0500000US37027,"Caldwell County, North Carolina",31544,24264,0.7692112604615775
0500000US37063,"Durham County, North Carolina",127527,114800,0.9002015259513672
0500000US37191,"Wayne County, North Carolina",49019,38492,0.7852465370570595
0500000US41003,"Benton County, Oregon",35520,31299,0.8811655405405405
0500000US41067,"Washington County, Oregon",225955,205625,0.9100263326768604
0500000US42025,"Carbon County, Pennsylvania",25177,18649,0.7407157326130993
0500000US42069,"Lackawanna County, Pennsylvania",88268,69753,0.7902410839715412
0500000US45003,"Aiken County, South Carolina",68609,56754,0.827209258260578
0500000US48213,"Henderson County, Texas",30843,24285,0.7873747689913433
0500000US49035,"Salt Lake County, Utah",381831,346894,0.9085014050718774
0500000US51177,"Spotsylvania County, Virginia",45223,39889,0.8820511686531189
0500000US01051,"Elmore County, Alabama",30155,24958,0.8276571049577185
0500000US01115,"St. Clair County, Alabama",30765,23331,0.7583617747440273
0500000US05131,"Sebastian County, Arkansas",51739,44020,0.8508088675853804
0500000US06055,"Napa County, California",47315,40794,0.8621790129979922
0500000US08059,"Jefferson County, Colorado",233272,203333,0.8716562639322336
0500000US12001,"Alachua County, Florida",97782,87999,0.8999509112106523
0500000US12069,"Lake County, Florida",136366,114094,0.8366748309695965
0500000US12127,"Volusia County, Florida",218423,183317,0.8392751679081415
0500000US17119,"Madison County, Illinois",108977,88599,0.8130064141974912
0500000US18105,"Monroe County, Indiana",57102,50386,0.8823859059227348
0500000US19169,"Story County, Iowa",37290,33699,0.9037007240547064
0500000US34027,"Morris County, New Jersey",181738,158178,0.8703628300080335
0500000US36065,"Oneida County, New York",88871,68827,0.7744596099965118
0500000US36075,"Oswego County, New York",46270,35251,0.7618543332612924
0500000US37147,"Pitt County, North Carolina",69288,58404,0.842916522341531
0500000US39101,"Marion County, Ohio",24205,19463,0.8040900640363561
0500000US39173,"Wood County, Ohio",50694,43442,0.8569455951394642
0500000US41071,"Yamhill County, Oregon",37235,30324,0.8143950584127837
0500000US42011,"Berks County, Pennsylvania",157006,125895,0.801848337006229
0500000US47155,"Sevier County, Tennessee",36861,29813,0.8087952036027237
0500000US48099,"Coryell County, Texas",21491,17487,0.8136894513982598
0500000US48367,"Parker County, Texas",46238,42025,0.9088844673212509
0500000US51121,"Montgomery County, Virginia",34585,30090,0.8700303599826514
0500000US53029,"Island County, Washington",34572,29926,0.8656137915075783
0500000US55027,"Dodge County, Wisconsin",35221,28396,0.806223559808069
0500000US55039,"Fond du Lac County, Wisconsin",41009,31885,0.7775122534077885
0500000US12071,"Lee County, Florida",281222,241459,0.8586063679228509
0500000US12105,"Polk County, Florida",241171,195583,0.8109722976643129
0500000US17019,"Champaign County, Illinois",84290,73163,0.8679914580614545
0500000US21029,"Bullitt County, Kentucky",29789,24786,0.8320520997683709
0500000US26073,"Isabella County, Michigan",25367,21291,0.8393188000157685
0500000US28035,"Forrest County, Mississippi",27248,21108,0.7746623605402231
0500000US34003,"Bergen County, New Jersey",339953,297264,0.8744267589931549
0500000US34041,"Warren County, New Jersey",41742,32136,0.7698720712950985
0500000US39003,"Allen County, Ohio",41204,32713,0.793927774002524
0500000US39043,"Erie County, Ohio",31675,24711,0.7801420678768745
0500000US40145,"Wagoner County, Oklahoma",30186,26680,0.8838534419929769
0500000US41053,"Polk County, Oregon",31218,26722,0.8559805240566339
0500000US42043,"Dauphin County, Pennsylvania",112559,88646,0.7875514174788333
0500000US42089,"Monroe County, Pennsylvania",55109,45751,0.8301910758678256
0500000US44005,"Newport County, Rhode Island",34316,27588,0.8039398531297354
0500000US44009,"Washington County, Rhode Island",47680,40575,0.8509857382550335
0500000US45073,"Oconee County, South Carolina",31612,23604,0.7466784765279008
0500000US48187,"Guadalupe County, Texas",54789,47942,0.8750296592381682
0500000US48215,"Hidalgo County, Texas",237323,188377,0.7937578742894704
0500000US48329,"Midland County, Texas",57636,52326,0.9078700811992505
0500000US53061,"Snohomish County, Washington",300215,271487,0.9043085788518228
0500000US55079,"Milwaukee County, Wisconsin",384281,306367,0.7972473268259425
0500000US55101,"Racine County, Wisconsin",76808,63993,0.8331554004791167
0500000US72113,"Ponce Municipio, Puerto Rico",53450,30774,0.5757530402245089
0500000US06047,"Merced County, California",79487,69282,0.8716142262256721
0500000US06081,"San Mateo County, California",259654,237815,0.9158919177058701
0500000US02170,"Matanuska-Susitna Borough, Alaska",32198,28389,0.8817007267532145
0500000US04027,"Yuma County, Arizona",74532,60541,0.8122819728438792
0500000US05119,"Pulaski County, Arkansas",157678,134884,0.8554395667119066
0500000US13045,"Carroll County, Georgia",41197,34490,0.8371968832681992
0500000US13067,"Cobb County, Georgia",283094,265658,0.9384091503175623
0500000US13139,"Hall County, Georgia",64990,56097,0.8631635636251731
0500000US18085,"Kosciusko County, Indiana",30798,25641,0.8325540619520748
0500000US18163,"Vanderburgh County, Indiana",75058,61424,0.8183538063897253
0500000US22033,"East Baton Rouge Parish, Louisiana",163274,142629,0.8735561081372417
0500000US24013,"Carroll County, Maryland",60371,51721,0.8567192857497805
0500000US24045,"Wicomico County, Maryland",38084,30413,0.7985768301648987
0500000US25027,"Worcester County, Massachusetts",308831,257405,0.8334817424416591
0500000US26065,"Ingham County, Michigan",112170,96774,0.862744049211019
0500000US34019,"Hunterdon County, New Jersey",47733,42238,0.8848804810089456
0500000US36063,"Niagara County, New York",89765,69558,0.7748899905308305
0500000US36079,"Putnam County, New York",35425,30069,0.8488073394495412
0500000US37049,"Craven County, North Carolina",40412,34116,0.8442046916757399
0500000US37151,"Randolph County, North Carolina",54783,44806,0.8178814595768761
0500000US39141,"Ross County, Ohio",29779,22244,0.7469693408106384
0500000US40109,"Oklahoma County, Oklahoma",302645,261101,0.8627302615275323
0500000US48245,"Jefferson County, Texas",90839,76700,0.8443509946168496
0500000US48303,"Lubbock County, Texas",115686,103466,0.8943692408761648
0500000US54003,"Berkeley County, West Virginia",45800,38237,0.8348689956331877
0500000US55073,"Marathon County, Wisconsin",56245,44664,0.7940972530891635
0500000US02090,"Fairbanks North Star Borough, Alaska",36378,32903,0.9044752322832481
0500000US05085,"Lonoke County, Arkansas",28132,24229,0.8612611972131381
0500000US06001,"Alameda County, California",575410,521395,0.906127804521993
0500000US06097,"Sonoma County, California",187434,163001,0.8696447816298004
0500000US06113,"Yolo County, California",74428,66219,0.8897054871822433
0500000US09015,"Windham County, Connecticut",44571,36138,0.8107962576563236
0500000US12011,"Broward County, Florida",694980,616532,0.887121931566376
0500000US20177,"Shawnee County, Kansas",72788,58883,0.8089657635874045
0500000US21067,"Fayette County, Kentucky",131067,117221,0.8943593734502201
0500000US22017,"Caddo Parish, Louisiana",94778,75760,0.7993416193631433
0500000US22079,"Rapides Parish, Louisiana",48915,39172,0.8008177450679751
0500000US26147,"St. Clair County, Michigan",65751,53459,0.8130522729692324
0500000US27171,"Wright County, Minnesota",48863,41620,0.851769232343491
0500000US29095,"Jackson County, Missouri",288752,246861,0.8549239485787111
0500000US36051,"Livingston County, New York",23746,19325,0.8138212751621325
0500000US36103,"Suffolk County, New York",496784,424396,0.8542867725208542
0500000US40027,"Cleveland County, Oklahoma",110775,99582,0.898957345971564
0500000US40101,"Muskogee County, Oklahoma",26566,21242,0.7995934653316269
0500000US41035,"Klamath County, Oregon",26798,21459,0.8007687140831405
0500000US42101,"Philadelphia County, Pennsylvania",608233,494967,0.8137786012925967
0500000US45019,"Charleston County, South Carolina",160457,142971,0.8910237633758578
0500000US45047,"Greenwood County, South Carolina",27962,21512,0.7693298047349975
0500000US47141,"Putnam County, Tennessee",33388,27731,0.8305678686953396
0500000US48257,"Kaufman County, Texas",39049,33998,0.8706496965351226
0500000US48381,"Randall County, Texas",49457,45111,0.9121256849384314
0500000US55071,"Manitowoc County, Wisconsin",35259,27029,0.7665844181627386
0500000US55139,"Winnebago County, Wisconsin",71332,58940,0.826277126675265
0500000US72031,"Carolina Municipio, Puerto Rico",61313,46547,0.7591701596725001
0500000US01095,"Marshall County, Alabama",36022,29609,0.8219699072788851
0500000US04017,"Navajo County, Arizona",34285,24256,0.7074814058626221
0500000US06107,"Tulare County, California",139197,115080,0.8267419556455958
0500000US08077,"Mesa County, Colorado",61848,50481,0.8162107101280559
0500000US09001,"Fairfield County, Connecticut",345634,300928,0.8706550860158433
0500000US12089,"Nassau County, Florida",32624,28817,0.8833067680235409
0500000US17163,"St. Clair County, Illinois",104803,86388,0.824289381029169
0500000US18035,"Delaware County, Indiana",45311,36614,0.808059853015824
0500000US18091,"LaPorte County, Indiana",43122,35297,0.818538101201243
0500000US18095,"Madison County, Indiana",50426,40954,0.8121603934478245
0500000US21117,"Kenton County, Kentucky",64611,55230,0.8548080048288991
0500000US22055,"Lafayette Parish, Louisiana",94002,83046,0.8834492883130146
0500000US24017,"Charles County, Maryland",56947,49316,0.8659982088608706
0500000US26077,"Kalamazoo County, Michigan",104234,87707,0.8414432910566609
0500000US27109,"Olmsted County, Minnesota",63462,54566,0.859821625539693
0500000US27141,"Sherburne County, Minnesota",32033,28872,0.9013205132207411
0500000US34009,"Cape May County, New Jersey",39208,31956,0.8150377473984901
0500000US35045,"San Juan County, New Mexico",43707,32153,0.7356487519161691
0500000US36089,"St. Lawrence County, New York",41680,29812,0.7152591170825335
0500000US37081,"Guilford County, North Carolina",209842,173941,0.8289141353971083
0500000US39095,"Lucas County, Ohio",178289,146479,0.8215818137967008
0500000US40143,"Tulsa County, Oklahoma",250492,217915,0.8699479424492599
0500000US44003,"Kent County, Rhode Island",69115,55987,0.8100557042610143
0500000US48039,"Brazoria County, Texas",120802,107189,0.887311468353173
0500000US48491,"Williamson County, Texas",185345,172852,0.9325959696781677
0500000US53045,"Mason County, Washington",25864,20405,0.7889344262295082
0500000US55105,"Rock County, Wisconsin",64632,52166,0.8071234063621735
0500000US72097,"Mayagüez Municipio, Puerto Rico",30909,22856,0.7394609984147013
0500000US06057,"Nevada County, California",41447,34330,0.8282867276280551
0500000US12019,"Clay County, Florida",75958,67508,0.8887543115932489
0500000US12055,"Highlands County, Florida",40573,29817,0.7348975919946763
0500000US12131,"Walton County, Florida",28770,25060,0.8710462287104623
0500000US15009,"Maui County, Hawaii",52794,45748,0.8665378641512294
0500000US23005,"Cumberland County, Maine",123485,102760,0.8321658501032514
0500000US33015,"Rockingham County, New Hampshire",119467,103124,0.863200716515858
0500000US35031,"McKinley County, New Mexico",21449,12149,0.566413352603851
0500000US36011,"Cayuga County, New York",30083,23024,0.7653492005451584
0500000US36047,"Kings County, New York",969317,809353,0.8349724599898691
0500000US37089,"Henderson County, North Carolina",49514,39903,0.805893282707921
0500000US39057,"Greene County, Ohio",66053,56925,0.8618079421070958
0500000US39139,"Richland County, Ohio",48105,34804,0.7235006756054464
0500000US41033,"Josephine County, Oregon",37059,28642,0.7728756847189616
0500000US42007,"Beaver County, Pennsylvania",73059,57535,0.7875142008513667
0500000US42037,"Columbia County, Pennsylvania",26655,19519,0.7322828737572689
0500000US45031,"Darlington County, South Carolina",25308,17441,0.6891496759917812
0500000US45079,"Richland County, South Carolina",152227,135923,0.8928967922904609
0500000US48157,"Fort Bend County, Texas",245410,230281,0.9383521453893484
0500000US48181,"Grayson County, Texas",48963,42934,0.8768662050936421
0500000US48451,"Tom Green County, Texas",43301,37145,0.8578323826239579
0500000US51019,"Bedford County, Virginia",31271,25563,0.8174666624028653
0500000US53021,"Franklin County, Washington",27067,24918,0.9206044260538664
0500000US53025,"Grant County, Washington",30806,25580,0.8303577225215867
0500000US55109,"St. Croix County, Wisconsin",34422,28975,0.8417581779094765
0500000US05045,"Faulkner County, Arkansas",43701,36389,0.8326811743438365
0500000US06019,"Fresno County, California",309519,262049,0.8466330015281776
0500000US08013,"Boulder County, Colorado",128295,115226,0.8981332086207569
0500000US08041,"El Paso County, Colorado",260851,232495,0.8912942637751053
0500000US12015,"Charlotte County, Florida",74975,59679,0.7959853284428142
0500000US12057,"Hillsborough County, Florida",540142,485628,0.8990746877672908
0500000US18043,"Floyd County, Indiana",30300,26356,0.8698349834983499
0500000US21093,"Hardin County, Kentucky",41625,34233,0.8224144144144144
0500000US22071,"Orleans Parish, Louisiana",155104,125574,0.8096116154322262
0500000US23003,"Aroostook County, Maine",29931,18384,0.6142126891851258
0500000US24005,"Baltimore County, Maryland",313259,266682,0.8513147267915686
0500000US24043,"Washington County, Maryland",56306,44198,0.784960750186481
0500000US26125,"Oakland County, Michigan",503645,438126,0.8699103535228186
0500000US34001,"Atlantic County, New Jersey",96981,83003,0.8558686753075344
0500000US34023,"Middlesex County, New Jersey",285480,249020,0.8722852739246182
0500000US34037,"Sussex County, New Jersey",53749,47539,0.8844629667528698
0500000US35005,"Chaves County, New Mexico",22616,17007,0.751989741775734
0500000US35013,"Doña Ana County, New Mexico",80409,65984,0.8206046586824858
0500000US36085,"Richmond County, New York",167441,137954,0.823896178355361
0500000US42071,"Lancaster County, Pennsylvania",202490,157781,0.7792039113042619
0500000US42107,"Schuylkill County, Pennsylvania",58458,41213,0.7050018816928393
0500000US42129,"Westmoreland County, Pennsylvania",150368,115445,0.7677497871887635
0500000US45083,"Spartanburg County, South Carolina",116018,94606,0.81544243134686
0500000US48339,"Montgomery County, Texas",202797,187012,0.922163542853198
0500000US51087,"Henrico County, Virginia",129408,111339,0.8603718471810089
0500000US51760,"Richmond city, Virginia",91359,76470,0.8370275506518241
0500000US55035,"Eau Claire County, Wisconsin",40421,33222,0.8218995076816507
0500000US55063,"La Crosse County, Wisconsin",47924,38912,0.8119522577414239
0500000US01003,"Baldwin County, Alabama",83501,70185,0.840528855941845
0500000US05125,"Saline County, Arkansas",43496,38894,0.8941971675556373
0500000US12009,"Brevard County, Florida",226363,189435,0.8368637984122846
0500000US17091,"Kankakee County, Illinois",40642,32295,0.7946213276905664
0500000US18005,"Bartholomew County, Indiana",31891,25602,0.8027970273744943
0500000US18057,"Hamilton County, Indiana",122876,115914,0.9433412545981315
0500000US19153,"Polk County, Iowa",189546,164270,0.8666497842212445
0500000US20209,"Wyandotte County, Kansas",60708,50541,0.8325261909468274
0500000US22045,"Iberia Parish, Louisiana",25386,20003,0.7879539903884031
0500000US22103,"St. Tammany Parish, Louisiana",93589,80923,0.8646635822585987
0500000US24001,"Allegany County, Maryland",27190,20146,0.7409341669731518
0500000US25005,"Bristol County, Massachusetts",215132,172821,0.8033254002194001
0500000US26021,"Berrien County, Michigan",64783,52159,0.8051340629486131
0500000US26093,"Livingston County, Michigan",72676,64317,0.884982662777258
0500000US26103,"Marquette County, Michigan",26328,19589,0.7440367669401398
0500000US29019,"Boone County, Missouri",72217,64795,0.8972264148330725
0500000US34031,"Passaic County, New Jersey",169521,148441,0.8756496245302942
0500000US35043,"Sandoval County, New Mexico",53996,43618,0.8078005778205793
0500000US36093,"Schenectady County, New York",55262,44053,0.7971662263399805
0500000US37031,"Carteret County, North Carolina",28720,24268,0.8449860724233983
0500000US37155,"Robeson County, North Carolina",46026,35361,0.768283144309738
0500000US39133,"Portage County, Ohio",60801,49989,0.8221739774016875
0500000US41047,"Marion County, Oregon",119511,103030,0.8620963760658015
0500000US42027,"Centre County, Pennsylvania",58514,48064,0.8214102607922891
0500000US42125,"Washington County, Pennsylvania",85835,67903,0.7910875516980252
0500000US45059,"Laurens County, South Carolina",25423,19426,0.7641112378554852
0500000US47001,"Anderson County, Tennessee",29505,24123,0.8175902389425521
0500000US51085,"Hanover County, Virginia",39929,34512,0.8643341931929174
0500000US53035,"Kitsap County, Washington",105411,92720,0.8796045953458368
0500000US55055,"Jefferson County, Wisconsin",33180,27523,0.8295057263411694
0500000US55087,"Outagamie County, Wisconsin",74603,61994,0.8309853491146468
0500000US01049,"DeKalb County, Alabama",26462,20442,0.7725039679540473
0500000US06007,"Butte County, California",88636,73977,0.8346157317568482
0500000US06017,"El Dorado County, California",72774,62886,0.8641272982108995
0500000US06025,"Imperial County, California",41764,35797,0.8571257542380998
0500000US06029,"Kern County, California",273167,236365,0.8652765524386181
0500000US06041,"Marin County, California",104954,94535,0.9007279379537703
