id,Geographic Area Name,Worked in state of residence,Worked in county of residence,Worked outside county of residence,Worked outside state of residence,Living in a place,Worked in place of residence,Worked outside place of residence,Not living in a place,Living in 12 selected states,Worked in minor civil division of residence,Worked outside minor civil division of residence,Not living in 12 selected states
0500000US17097,"Lake County, Illinois",97.1,68.1,28.9,2.9,92.5,18.3,74.1,7.5,N,N,N,N
0500000US20173,"Sedgwick County, Kansas",99.1,94.3,4.8,0.9,93.8,63.8,30.0,6.2,N,N,N,N
0500000US26005,"Allegan County, Michigan",97.7,43.0,54.7,2.3,21.6,7.5,14.1,78.4,100.0,15.2,84.8,0.0
0500000US26081,"Kent County, Michigan",99.6,89.3,10.3,0.4,74.2,23.6,50.6,25.8,100.0,27.7,72.3,0.0
0500000US29037,"Cass County, Missouri",75.7,38.7,37.0,24.3,78.3,15.3,62.9,21.7,N,N,N,N
0500000US29189,"St. Louis County, Missouri",97.5,70.1,27.4,2.5,84.9,12.6,72.3,15.1,N,N,N,N
0500000US34005,"Burlington County, New Jersey",85.4,54.7,30.7,14.6,24.4,3.4,21.1,75.6,100.0,14.6,85.4,0.0
0500000US34007,"Camden County, New Jersey",80.2,50.2,30.0,19.8,63.1,8.1,55.0,36.9,100.0,15.8,84.2,0.0
0500000US35035,"Otero County, New Mexico",98.7,94.0,4.7,1.3,83.0,46.8,36.1,17.0,N,N,N,N
0500000US37071,"Gaston County, North Carolina",94.7,54.9,39.8,5.3,66.7,20.0,46.8,33.3,N,N,N,N
0500000US37171,"Surry County, North Carolina",97.0,67.5,29.5,3.0,28.1,9.6,18.5,71.9,N,N,N,N
0500000US42091,"Montgomery County, Pennsylvania",97.5,63.4,34.1,2.5,45.3,6.9,38.4,54.7,100.0,18.5,81.5,0.0
0500000US46099,"Minnehaha County, South Dakota",98.8,87.7,11.1,1.2,93.0,73.7,19.3,7.0,N,N,N,N
0500000US47149,"Rutherford County, Tennessee",98.9,66.9,32.0,1.1,72.7,30.7,42.0,27.3,N,N,N,N
0500000US47187,"Williamson County, Tennessee",98.2,63.9,34.3,1.8,78.9,29.9,49.0,21.1,N,N,N,N
0500000US48183,"Gregg County, Texas",98.2,85.7,12.5,1.8,87.5,53.9,33.6,12.5,N,N,N,N
0500000US48347,"Nacogdoches County, Texas",98.5,77.8,20.7,1.5,51.7,38.3,13.4,48.3,N,N,N,N
0500000US48439,"Tarrant County, Texas",99.2,77.3,21.9,0.8,98.5,37.6,60.9,1.5,N,N,N,N
0500000US51069,"Frederick County, Virginia",90.5,41.5,49.0,9.5,7.4,0.6,6.9,92.6,N,N,N,N
0500000US55089,"Ozaukee County, Wisconsin",99.2,50.9,48.2,0.8,80.7,19.1,61.5,19.3,100.0,20.4,79.6,0.0
0500000US55133,"Waukesha County, Wisconsin",98.7,65.0,33.7,1.3,80.8,19.9,60.8,19.2,100.0,22.0,78.0,0.0
0500000US06065,"Riverside County, California",99.4,71.6,27.9,0.6,96.8,25.0,71.8,3.2,N,N,N,N
0500000US06085,"Santa Clara County, California",99.7,86.2,13.5,0.3,98.6,37.0,61.6,1.4,N,N,N,N
0500000US06099,"Stanislaus County, California",99.8,73.5,26.3,0.2,92.0,33.0,59.0,8.0,N,N,N,N
0500000US08101,"Pueblo County, Colorado",99.1,88.3,10.8,0.9,89.6,52.2,37.4,10.4,N,N,N,N
0500000US12053,"Hernando County, Florida",98.9,64.8,34.1,1.1,89.3,32.4,56.9,10.7,N,N,N,N
0500000US12101,"Pasco County, Florida",98.8,52.3,46.5,1.2,65.2,12.8,52.4,34.8,N,N,N,N
0500000US12115,"Sarasota County, Florida",98.5,86.4,12.0,1.5,80.6,20.4,60.2,19.4,N,N,N,N
0500000US12119,"Sumter County, Florida",98.6,62.7,35.9,1.4,55.4,27.2,28.2,44.6,N,N,N,N
0500000US18011,"Boone County, Indiana",98.8,47.2,51.6,1.2,78.7,23.4,55.3,21.3,N,N,N,N
0500000US26091,"Lenawee County, Michigan",91.0,64.3,26.8,9.0,48.1,19.4,28.6,51.9,100.0,25.1,74.9,0.0
0500000US29183,"St. Charles County, Missouri",98.3,50.4,47.9,1.7,76.1,17.2,59.0,23.9,N,N,N,N
0500000US29187,"St. Francois County, Missouri",99.5,71.3,28.1,0.5,70.5,20.9,49.6,29.5,N,N,N,N
0500000US36059,"Nassau County, New York",98.9,57.3,41.6,1.1,99.9,12.1,87.9,0.1,100.0,33.5,66.5,0.0
0500000US36071,"Orange County, New York",93.5,69.8,23.8,6.5,58.9,12.7,46.2,41.1,100.0,25.8,74.2,0.0
0500000US37133,"Onslow County, North Carolina",99.2,88.2,11.0,0.8,59.4,39.0,20.4,40.6,N,N,N,N
0500000US39113,"Montgomery County, Ohio",99.3,75.6,23.8,0.7,79.4,20.1,59.3,20.6,N,N,N,N
0500000US45045,"Greenville County, South Carolina",98.4,83.5,14.9,1.6,56.8,13.1,43.7,43.2,N,N,N,N
0500000US47059,"Greene County, Tennessee",99.1,77.2,21.9,0.9,30.7,15.0,15.7,69.3,N,N,N,N
0500000US48041,"Brazos County, Texas",99.2,92.0,7.2,0.8,90.0,55.0,35.0,10.0,N,N,N,N
0500000US48209,"Hays County, Texas",99.7,50.1,49.6,0.3,65.6,25.0,40.6,34.4,N,N,N,N
0500000US51059,"Fairfax County, Virginia",79.3,55.9,23.4,20.7,96.0,14.0,82.0,4.0,N,N,N,N
0500000US12081,"Manatee County, Florida",98.3,69.9,28.4,1.7,40.3,8.4,31.8,59.7,N,N,N,N
0500000US13057,"Cherokee County, Georgia",98.2,45.0,53.2,1.8,31.4,8.9,22.4,68.6,N,N,N,N
0500000US13215,"Muscogee County, Georgia",91.6,82.6,9.1,8.4,100.0,82.6,17.4,0.0,N,N,N,N
0500000US15001,"Hawaii County, Hawaii",99.5,98.7,0.7,0.5,93.6,34.4,59.2,6.4,N,N,N,N
0500000US18127,"Porter County, Indiana",91.6,55.9,35.7,8.4,68.9,18.2,50.7,31.1,N,N,N,N
0500000US22057,"Lafourche Parish, Louisiana",98.5,58.2,40.4,1.5,72.0,19.5,52.5,28.0,N,N,N,N
0500000US24510,"Baltimore city, Maryland",96.4,59.3,37.1,3.6,100.0,59.3,40.7,0.0,N,N,N,N
0500000US36083,"Rensselaer County, New York",97.0,45.4,51.6,3.0,47.3,11.8,35.5,52.7,100.0,20.4,79.6,0.0
0500000US37057,"Davidson County, North Carolina",99.5,49.7,49.8,0.5,39.5,12.6,26.8,60.5,N,N,N,N
0500000US39089,"Licking County, Ohio",99.9,58.0,41.9,0.1,65.0,18.8,46.3,35.0,N,N,N,N
0500000US41029,"Jackson County, Oregon",98.9,93.9,5.0,1.1,79.5,38.2,41.4,20.5,N,N,N,N
0500000US42063,"Indiana County, Pennsylvania",99.1,76.3,22.8,0.9,38.7,15.4,23.3,61.3,100.0,24.9,75.1,0.0
0500000US45007,"Anderson County, South Carolina",98.6,64.6,33.9,1.4,35.2,7.4,27.8,64.8,N,N,N,N
0500000US48135,"Ector County, Texas",98.9,71.6,27.3,1.1,92.6,49.7,42.9,7.4,N,N,N,N
0500000US48423,"Smith County, Texas",99.3,86.6,12.7,0.7,58.4,38.5,19.9,41.6,N,N,N,N
0500000US48469,"Victoria County, Texas",99.7,88.8,10.9,0.3,81.1,62.4,18.7,18.9,N,N,N,N
0500000US55127,"Walworth County, Wisconsin",92.1,62.4,29.7,7.9,69.7,18.4,51.3,30.3,100.0,22.6,77.4,0.0
0500000US01127,"Walker County, Alabama",99.3,64.2,35.1,0.7,32.9,11.9,21.0,67.1,N,N,N,N
0500000US05007,"Benton County, Arkansas",97.8,83.5,14.3,2.2,85.6,36.0,49.6,14.4,N,N,N,N
0500000US06101,"Sutter County, California",99.9,53.4,46.5,0.1,83.1,32.3,50.8,16.9,N,N,N,N
0500000US08001,"Adams County, Colorado",99.4,38.4,61.0,0.6,95.1,15.8,79.3,4.9,N,N,N,N
0500000US12087,"Monroe County, Florida",98.0,92.4,5.6,2.0,91.1,53.5,37.6,8.9,N,N,N,N
0500000US12095,"Orange County, Florida",99.0,86.0,13.0,1.0,77.1,19.5,57.6,22.9,N,N,N,N
0500000US13077,"Coweta County, Georgia",98.7,53.3,45.4,1.3,36.8,11.6,25.2,63.2,N,N,N,N
0500000US17099,"LaSalle County, Illinois",99.3,67.1,32.2,0.7,73.8,25.3,48.5,26.2,N,N,N,N
0500000US19113,"Linn County, Iowa",99.5,89.8,9.8,0.5,91.0,53.4,37.6,9.0,N,N,N,N
0500000US27013,"Blue Earth County, Minnesota",99.6,74.7,24.9,0.4,80.7,47.9,32.8,19.3,100.0,50.6,49.4,0.0
0500000US28047,"Harrison County, Mississippi",96.9,85.8,11.1,3.1,75.2,35.3,39.9,24.8,N,N,N,N
0500000US28049,"Hinds County, Mississippi",99.7,66.9,32.8,0.3,88.6,47.5,41.2,11.4,N,N,N,N
0500000US29099,"Jefferson County, Missouri",98.1,38.0,60.0,1.9,37.2,6.0,31.1,62.8,N,N,N,N
0500000US33009,"Grafton County, New Hampshire",91.5,79.7,11.8,8.5,42.5,18.0,24.5,57.5,100.0,32.7,67.3,0.0
0500000US36013,"Chautauqua County, New York",93.8,86.4,7.4,6.2,58.2,21.0,37.2,41.8,100.0,32.6,67.4,0.0
0500000US37067,"Forsyth County, North Carolina",99.4,78.7,20.7,0.6,82.6,49.4,33.2,17.4,N,N,N,N
0500000US39025,"Clermont County, Ohio",95.6,41.8,53.8,4.4,24.8,3.1,21.7,75.2,N,N,N,N
0500000US39041,"Delaware County, Ohio",98.4,46.8,51.6,1.6,41.5,14.4,27.0,58.5,N,N,N,N
0500000US39049,"Franklin County, Ohio",99.4,88.7,10.8,0.6,95.5,49.3,46.2,4.5,N,N,N,N
0500000US39103,"Medina County, Ohio",98.9,46.1,52.8,1.1,52.0,13.1,39.0,48.0,N,N,N,N
0500000US47011,"Bradley County, Tennessee",95.0,75.4,19.6,5.0,53.1,28.0,25.1,46.9,N,N,N,N
0500000US48021,"Bastrop County, Texas",99.6,42.3,57.3,0.4,38.3,7.4,31.0,61.7,N,N,N,N
0500000US48355,"Nueces County, Texas",99.4,90.6,8.8,0.6,96.3,80.9,15.4,3.7,N,N,N,N
0500000US53005,"Benton County, Washington",98.4,81.6,16.8,1.6,82.7,40.6,42.1,17.3,N,N,N,N
0500000US53073,"Whatcom County, Washington",99.0,90.1,8.9,1.0,72.8,37.2,35.7,27.2,N,N,N,N
0500000US04001,"Apache County, Arizona",87.6,76.0,11.7,12.4,55.0,31.6,23.4,45.0,N,N,N,N
0500000US04015,"Mohave County, Arizona",81.9,80.1,1.8,18.1,92.8,45.1,47.7,7.2,N,N,N,N
0500000US04019,"Pima County, Arizona",98.7,96.5,2.2,1.3,93.8,50.7,43.1,6.2,N,N,N,N
0500000US05143,"Washington County, Arkansas",98.6,81.1,17.5,1.4,83.4,43.8,39.6,16.6,N,N,N,N
0500000US06095,"Solano County, California",99.8,57.1,42.7,0.2,96.5,29.4,67.1,3.5,N,N,N,N
0500000US11001,"District of Columbia, District of Columbia",74.7,74.7,0.0,25.3,100.0,74.7,25.3,0.0,N,N,N,N
0500000US12109,"St. Johns County, Florida",99.2,59.6,39.6,0.8,60.9,15.9,45.0,39.1,N,N,N,N
0500000US16083,"Twin Falls County, Idaho",99.0,84.2,14.9,1.0,72.7,46.8,25.9,27.3,N,N,N,N
0500000US17115,"Macon County, Illinois",99.8,88.7,11.1,0.2,86.5,54.8,31.7,13.5,N,N,N,N
0500000US18167,"Vigo County, Indiana",97.2,84.9,12.2,2.8,60.9,36.7,24.1,39.1,N,N,N,N
0500000US21037,"Campbell County, Kentucky",59.9,34.2,25.7,40.1,86.9,11.7,75.2,13.1,N,N,N,N
0500000US22019,"Calcasieu Parish, Louisiana",96.5,92.3,4.1,3.5,67.0,32.3,34.7,33.0,N,N,N,N
0500000US22097,"St. Landry Parish, Louisiana",96.7,54.0,42.7,3.3,44.0,13.8,30.2,56.0,N,N,N,N
0500000US25023,"Plymouth County, Massachusetts",98.7,55.2,43.5,1.3,41.6,8.9,32.7,58.4,100.0,24.4,75.6,0.0
0500000US29043,"Christian County, Missouri",97.8,33.1,64.7,2.2,58.7,12.4,46.3,41.3,N,N,N,N
0500000US30049,"Lewis and Clark County, Montana",98.5,94.7,3.8,1.5,84.9,44.0,40.9,15.1,N,N,N,N
0500000US35025,"Lea County, New Mexico",94.7,91.2,3.5,5.3,81.6,47.4,34.2,18.4,N,N,N,N
0500000US39157,"Tuscarawas County, Ohio",98.6,72.6,25.9,1.4,60.1,18.6,41.5,39.9,N,N,N,N
0500000US40125,"Pottawatomie County, Oklahoma",99.9,64.0,35.9,0.1,64.5,27.8,36.7,35.5,N,N,N,N
0500000US45091,"York County, South Carolina",61.5,56.4,5.2,38.5,54.2,16.0,38.2,45.8,N,N,N,N
0500000US48441,"Taylor County, Texas",99.8,93.2,6.5,0.2,93.3,79.9,13.4,6.7,N,N,N,N
0500000US48471,"Walker County, Texas",99.5,78.4,21.2,0.5,60.8,40.7,20.1,39.2,N,N,N,N
0500000US50007,"Chittenden County, Vermont",99.0,91.4,7.6,1.0,54.2,22.7,31.5,45.8,100.0,34.2,65.8,0.0
0500000US51740,"Portsmouth city, Virginia",98.8,43.0,55.8,1.2,100.0,43.0,57.0,0.0,N,N,N,N
0500000US54107,"Wood County, West Virginia",85.1,77.7,7.5,14.9,65.4,20.8,44.6,34.6,N,N,N,N
0500000US56025,"Natrona County, Wyoming",98.1,95.6,2.5,1.9,88.6,56.7,31.9,11.4,N,N,N,N
0500000US01055,"Etowah County, Alabama",98.8,68.0,30.8,1.2,83.8,26.9,56.9,16.2,N,N,N,N
0500000US01081,"Lee County, Alabama",83.8,71.4,12.4,16.2,65.7,34.4,31.2,34.3,N,N,N,N
0500000US02020,"Anchorage Municipality, Alaska",99.5,96.8,2.7,0.5,100.0,96.8,3.2,0.0,N,N,N,N
0500000US08031,"Denver County, Colorado",99.1,63.9,35.1,0.9,100.0,63.9,36.1,0.0,N,N,N,N
0500000US12021,"Collier County, Florida",98.1,90.0,8.1,1.9,38.8,10.7,28.1,61.2,N,N,N,N
0500000US12086,"Miami-Dade County, Florida",99.6,92.3,7.3,0.4,92.4,23.0,69.4,7.6,N,N,N,N
0500000US18097,"Marion County, Indiana",99.5,81.3,18.2,0.5,100.0,71.8,28.2,0.0,N,N,N,N
0500000US20045,"Douglas County, Kansas",94.5,69.1,25.3,5.5,89.3,58.3,31.0,10.7,N,N,N,N
0500000US22063,"Livingston Parish, Louisiana",99.3,35.3,64.0,0.7,19.8,6.2,13.6,80.2,N,N,N,N
0500000US26037,"Clinton County, Michigan",99.6,34.6,65.0,0.4,30.3,6.2,24.2,69.7,100.0,14.5,85.5,0.0
0500000US28059,"Jackson County, Mississippi",93.1,61.9,31.2,6.9,78.3,21.4,56.9,21.7,N,N,N,N
0500000US36019,"Clinton County, New York",96.2,91.2,5.0,3.8,40.1,17.7,22.4,59.9,100.0,30.7,69.3,0.0
0500000US36061,"New York County, New York",96.5,84.6,11.9,3.5,100.0,94.8,5.2,0.0,100.0,84.6,15.4,0.0
0500000US36091,"Saratoga County, New York",99.4,60.9,38.5,0.6,23.8,6.2,17.6,76.2,100.0,20.1,79.9,0.0
0500000US37001,"Alamance County, North Carolina",99.2,64.6,34.6,0.8,64.3,19.8,44.5,35.7,N,N,N,N
0500000US37101,"Johnston County, North Carolina",99.3,48.0,51.3,0.7,28.0,5.7,22.3,72.0,N,N,N,N
0500000US37135,"Orange County, North Carolina",97.8,57.1,40.8,2.2,60.0,27.3,32.6,40.0,N,N,N,N
0500000US37179,"Union County, North Carolina",94.5,49.2,45.3,5.5,70.3,16.5,53.8,29.7,N,N,N,N
0500000US38035,"Grand Forks County, North Dakota",95.1,93.8,1.3,4.9,90.8,72.1,18.6,9.2,N,N,N,N
0500000US39017,"Butler County, Ohio",98.0,58.5,39.5,2.0,58.5,18.2,40.3,41.5,N,N,N,N
0500000US41017,"Deschutes County, Oregon",98.6,92.7,6.0,1.4,80.4,51.3,29.1,19.6,N,N,N,N
0500000US42033,"Clearfield County, Pennsylvania",99.4,66.6,32.9,0.6,47.0,9.2,37.8,53.0,100.0,17.4,82.6,0.0
0500000US45057,"Lancaster County, South Carolina",68.9,43.8,25.1,31.1,19.7,5.1,14.5,80.3,N,N,N,N
0500000US47009,"Blount County, Tennessee",99.1,62.7,36.4,0.9,42.5,13.5,29.0,57.5,N,N,N,N
0500000US48121,"Denton County, Texas",98.8,49.4,49.4,1.2,91.8,24.6,67.1,8.2,N,N,N,N
0500000US48375,"Potter County, Texas",98.9,81.7,17.3,1.1,92.6,75.2,17.4,7.4,N,N,N,N
0500000US48453,"Travis County, Texas",99.5,89.8,9.7,0.5,88.0,68.5,19.4,12.0,N,N,N,N
0500000US49011,"Davis County, Utah",99.3,55.4,44.0,0.7,98.9,16.9,81.9,1.1,N,N,N,N
0500000US51013,"Arlington County, Virginia",58.5,33.2,25.3,41.5,100.0,33.2,66.8,0.0,N,N,N,N
0500000US01101,"Montgomery County, Alabama",99.5,87.6,11.9,0.5,93.2,71.3,21.9,6.8,N,N,N,N
0500000US06073,"San Diego County, California",99.3,97.2,2.1,0.7,95.8,46.3,49.4,4.2,N,N,N,N
0500000US06077,"San Joaquin County, California",99.7,68.7,31.0,0.3,91.4,32.5,58.9,8.6,N,N,N,N
0500000US10001,"Kent County, Delaware",92.9,70.0,22.9,7.1,49.5,14.2,35.3,50.5,N,N,N,N
0500000US12111,"St. Lucie County, Florida",98.8,64.3,34.5,1.2,93.7,37.8,55.8,6.3,N,N,N,N
0500000US13185,"Lowndes County, Georgia",97.1,92.2,4.9,2.9,52.9,33.6,19.2,47.1,N,N,N,N
0500000US17001,"Adams County, Illinois",94.8,90.2,4.6,5.2,69.6,46.6,23.0,30.4,N,N,N,N
0500000US17037,"DeKalb County, Illinois",98.6,60.5,38.1,1.4,87.0,27.7,59.3,13.0,N,N,N,N
0500000US17199,"Williamson County, Illinois",98.3,70.5,27.7,1.7,69.9,31.1,38.9,30.1,N,N,N,N
0500000US18063,"Hendricks County, Indiana",99.5,43.9,55.6,0.5,56.5,14.1,42.4,43.5,N,N,N,N
0500000US19155,"Pottawattamie County, Iowa",58.3,55.2,3.2,41.7,80.6,33.6,47.0,19.4,N,N,N,N
0500000US24021,"Frederick County, Maryland",90.6,58.5,32.1,9.4,66.7,17.7,49.0,33.3,N,N,N,N
0500000US24033,"Prince George's County, Maryland",58.2,39.9,18.3,41.8,95.2,9.0,86.1,4.8,N,N,N,N
0500000US26045,"Eaton County, Michigan",99.8,46.0,53.9,0.2,56.9,13.1,43.8,43.1,100.0,20.7,79.3,0.0
0500000US26075,"Jackson County, Michigan",99.4,73.3,26.1,0.6,33.5,9.7,23.7,66.5,100.0,22.5,77.5,0.0
0500000US26121,"Muskegon County, Michigan",99.7,70.9,28.8,0.3,52.9,12.5,40.3,47.1,100.0,16.9,83.1,0.0
0500000US26139,"Ottawa County, Michigan",99.5,60.9,38.6,0.5,38.3,11.2,27.2,61.7,100.0,21.8,78.2,0.0
0500000US27003,"Anoka County, Minnesota",99.5,43.3,56.2,0.5,98.9,16.5,82.5,1.1,100.0,16.3,83.7,0.0
0500000US31055,"Douglas County, Nebraska",96.9,85.7,11.3,3.1,84.9,67.4,17.5,15.1,N,N,N,N
0500000US31109,"Lancaster County, Nebraska",99.4,95.0,4.4,0.6,94.5,84.4,10.1,5.5,N,N,N,N
0500000US33005,"Cheshire County, New Hampshire",83.6,75.8,7.9,16.4,42.2,23.8,18.4,57.8,100.0,39.6,60.4,0.0
0500000US34011,"Cumberland County, New Jersey",97.4,70.7,26.7,2.6,82.1,29.5,52.6,17.9,100.0,33.3,66.7,0.0
0500000US35049,"Santa Fe County, New Mexico",98.9,84.1,14.8,1.1,85.4,54.1,31.3,14.6,N,N,N,N
0500000US37051,"Cumberland County, North Carolina",98.9,87.8,11.1,1.1,76.2,54.4,21.8,23.8,N,N,N,N
0500000US42075,"Lebanon County, Pennsylvania",98.7,63.1,35.6,1.3,52.1,9.0,43.1,47.9,100.0,15.2,84.8,0.0
0500000US47037,"Davidson County, Tennessee",99.0,83.1,15.9,1.0,100.0,77.5,22.5,0.0,N,N,N,N
0500000US48113,"Dallas County, Texas",99.4,82.0,17.4,0.6,99.7,43.6,56.2,0.3,N,N,N,N
0500000US48167,"Galveston County, Texas",99.8,58.3,41.5,0.2,93.9,27.4,66.5,6.1,N,N,N,N
0500000US51153,"Prince William County, Virginia",88.0,38.0,50.1,12.0,86.3,9.0,77.3,13.7,N,N,N,N
0500000US51199,"York County, Virginia",97.6,27.7,69.9,2.4,5.1,0.0,5.1,94.9,N,N,N,N
0500000US53011,"Clark County, Washington",73.6,70.8,2.7,26.4,86.0,29.4,56.5,14.0,N,N,N,N
0500000US55117,"Sheboygan County, Wisconsin",99.6,84.6,15.1,0.4,70.1,27.0,43.1,29.9,100.0,31.3,68.7,0.0
0500000US56021,"Laramie County, Wyoming",96.9,96.1,0.8,3.1,81.3,49.1,32.2,18.7,N,N,N,N
0500000US06053,"Monterey County, California",99.6,89.3,10.4,0.4,85.3,28.3,57.0,14.7,N,N,N,N
0500000US08035,"Douglas County, Colorado",98.9,48.4,50.5,1.1,85.8,24.3,61.5,14.2,N,N,N,N
0500000US12031,"Duval County, Florida",98.9,92.1,6.8,1.1,100.0,86.0,14.0,0.0,N,N,N,N
0500000US13255,"Spalding County, Georgia",99.2,55.1,44.1,0.8,40.4,13.6,26.8,59.6,N,N,N,N
0500000US18003,"Allen County, Indiana",98.7,90.0,8.7,1.3,79.2,53.7,25.4,20.8,N,N,N,N
0500000US22005,"Ascension Parish, Louisiana",98.2,41.6,56.6,1.8,41.3,6.0,35.3,58.7,N,N,N,N
0500000US26161,"Washtenaw County, Michigan",98.1,76.6,21.5,1.9,47.7,27.1,20.6,52.3,100.0,33.7,66.3,0.0
0500000US28089,"Madison County, Mississippi",98.4,51.1,47.4,1.6,64.0,17.1,47.0,36.0,N,N,N,N
0500000US29021,"Buchanan County, Missouri",95.6,87.5,8.1,4.4,84.9,72.9,12.0,15.1,N,N,N,N
0500000US29077,"Greene County, Missouri",99.3,92.8,6.5,0.7,67.2,49.2,18.0,32.8,N,N,N,N
0500000US34015,"Gloucester County, New Jersey",81.5,46.0,35.5,18.5,37.1,5.6,31.5,62.9,100.0,16.1,83.9,0.0
0500000US34029,"Ocean County, New Jersey",96.2,60.6,35.7,3.8,52.0,12.8,39.3,48.0,100.0,28.1,71.9,0.0
0500000US34039,"Union County, New Jersey",88.7,46.4,42.3,11.3,67.2,15.7,51.5,32.8,100.0,20.9,79.1,0.0
0500000US36009,"Cattaraugus County, New York",97.4,73.0,24.4,2.6,51.0,25.4,25.6,49.0,100.0,35.0,65.0,0.0
0500000US36055,"Monroe County, New York",99.7,94.3,5.4,0.3,48.2,16.8,31.4,51.8,100.0,29.4,70.6,0.0
0500000US36109,"Tompkins County, New York",99.9,90.9,9.0,0.1,56.2,23.6,32.6,43.8,100.0,32.3,67.7,0.0
0500000US37027,"Caldwell County, North Carolina",99.5,61.4,38.1,0.5,51.5,15.0,36.5,48.5,N,N,N,N
0500000US37063,"Durham County, North Carolina",99.5,68.0,31.4,0.5,90.2,55.1,35.1,9.8,N,N,N,N
0500000US37191,"Wayne County, North Carolina",99.7,76.6,23.2,0.3,38.7,17.6,21.1,61.3,N,N,N,N
0500000US41003,"Benton County, Oregon",100.0,78.2,21.8,0.0,85.2,56.0,29.2,14.8,N,N,N,N
0500000US41067,"Washington County, Oregon",98.8,71.7,27.2,1.2,89.4,24.6,64.8,10.6,N,N,N,N
0500000US42025,"Carbon County, Pennsylvania",95.7,41.1,54.6,4.3,60.9,8.1,52.8,39.1,100.0,13.7,86.3,0.0
0500000US42069,"Lackawanna County, Pennsylvania",99.0,78.2,20.8,1.0,83.0,25.4,57.7,17.0,100.0,27.9,72.1,0.0
0500000US45003,"Aiken County, South Carolina",80.5,70.8,9.8,19.5,48.8,16.1,32.8,51.2,N,N,N,N
0500000US48213,"Henderson County, Texas",99.0,58.0,41.0,1.0,47.6,17.2,30.5,52.4,N,N,N,N
0500000US49035,"Salt Lake County, Utah",99.3,91.8,7.5,0.7,99.4,28.2,71.2,0.6,N,N,N,N
0500000US51177,"Spotsylvania County, Virginia",91.7,37.5,54.2,8.3,6.3,0.7,5.5,93.7,N,N,N,N
0500000US01051,"Elmore County, Alabama",99.2,38.0,61.2,0.8,59.1,8.6,50.5,40.9,N,N,N,N
0500000US01115,"St. Clair County, Alabama",99.6,39.7,59.9,0.4,66.9,11.0,56.0,33.1,N,N,N,N
0500000US05131,"Sebastian County, Arkansas",95.2,85.0,10.2,4.8,86.0,60.2,25.8,14.0,N,N,N,N
0500000US06055,"Napa County, California",100.0,79.4,20.6,0.0,86.9,37.6,49.2,13.1,N,N,N,N
0500000US08059,"Jefferson County, Colorado",99.2,49.1,50.1,0.8,89.7,21.2,68.4,10.3,N,N,N,N
0500000US12001,"Alachua County, Florida",99.2,93.5,5.7,0.8,60.2,38.4,21.8,39.8,N,N,N,N
0500000US12069,"Lake County, Florida",98.8,57.0,41.8,1.2,59.8,11.7,48.1,40.2,N,N,N,N
0500000US12127,"Volusia County, Florida",98.7,78.8,19.9,1.3,83.4,25.6,57.8,16.6,N,N,N,N
0500000US17119,"Madison County, Illinois",70.0,56.7,13.3,30.0,82.6,16.7,65.8,17.4,N,N,N,N
0500000US18105,"Monroe County, Indiana",99.3,86.9,12.4,0.7,65.9,47.3,18.6,34.1,N,N,N,N
0500000US19169,"Story County, Iowa",99.7,88.3,11.4,0.3,90.9,64.2,26.7,9.1,N,N,N,N
0500000US34027,"Morris County, New Jersey",92.4,58.6,33.9,7.6,38.9,6.2,32.7,61.1,100.0,18.9,81.1,0.0
0500000US36065,"Oneida County, New York",99.3,85.7,13.6,0.7,53.9,21.2,32.7,46.1,100.0,30.9,69.1,0.0
