id,Geographic Area Name,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,Mean travel time to work (minutes)
0500000US01117,"Shelby County, Alabama",6.1,9.1,12.0,13.6,6.8,20.7,9.6,11.3,10.8,30.4
0500000US01121,"Talladega County, Alabama",15.3,20.1,14.5,14.0,4.6,10.1,5.9,7.3,8.3,24.2
0500000US01125,"Tuscaloosa County, Alabama",13.4,13.7,17.4,21.6,5.7,11.6,4.9,5.0,6.7,23.6
0500000US04021,"Pinal County, Arizona",13.1,11.9,9.7,7.4,4.5,13.4,11.3,14.8,13.9,31.6
0500000US06045,"Mendocino County, California",28.0,22.7,12.5,11.9,4.7,8.6,2.5,2.1,7.1,19.6
0500000US06059,"Orange County, California",8.4,11.5,15.1,15.0,6.4,17.2,7.9,8.7,9.9,28.3
0500000US06067,"Sacramento County, California",7.8,11.2,14.9,16.0,8.2,17.5,7.5,8.6,8.3,28.4
0500000US12017,"Citrus County, Florida",10.1,14.1,20.2,14.4,6.8,13.7,6.5,4.3,9.9,27.6
0500000US17143,"Peoria County, Illinois",17.2,21.4,24.4,15.7,7.4,8.2,2.1,2.2,1.4,17.5
0500000US18059,"Hancock County, Indiana",13.9,13.3,10.7,12.9,4.8,13.4,9.7,19.0,2.3,25.6
0500000US18067,"Howard County, Indiana",26.7,19.5,19.5,11.2,3.2,3.9,4.2,4.3,7.5,19.6
0500000US22105,"Tangipahoa Parish, Louisiana",13.1,10.2,17.9,8.3,7.2,9.7,3.3,10.4,20.0,32.3
0500000US25003,"Berkshire County, Massachusetts",19.0,21.6,17.8,11.3,6.4,9.5,5.2,4.2,5.1,20.9
0500000US27139,"Scott County, Minnesota",11.4,11.0,11.5,13.9,8.5,16.9,11.6,11.0,4.3,26.2
0500000US36087,"Rockland County, New York",12.8,11.9,15.0,12.5,4.3,9.3,6.6,7.5,20.3,32.8
0500000US36105,"Sullivan County, New York",16.2,15.6,13.1,14.7,5.9,11.3,4.1,5.6,13.5,28.3
0500000US37037,"Chatham County, North Carolina",8.2,6.2,13.4,12.1,4.2,17.0,13.7,10.5,14.6,31.8
0500000US37085,"Harnett County, North Carolina",9.0,10.8,10.0,11.4,6.8,16.0,10.6,13.0,12.4,30.9
0500000US37195,"Wilson County, North Carolina",13.4,22.5,25.2,11.4,4.2,6.6,2.3,7.2,7.2,22.1
0500000US39007,"Ashtabula County, Ohio",20.0,13.1,12.7,12.6,6.1,10.3,8.4,9.7,7.0,25.3
0500000US39013,"Belmont County, Ohio",8.3,9.4,16.8,23.0,8.6,15.2,7.0,6.1,5.5,25.2
0500000US40031,"Comanche County, Oklahoma",19.9,20.3,22.9,15.7,4.3,8.2,2.7,1.3,4.8,19.1
0500000US42013,"Blair County, Pennsylvania",18.4,23.2,22.2,12.5,5.0,7.3,3.8,4.6,2.9,19.0
0500000US42039,"Crawford County, Pennsylvania",20.5,17.3,14.1,14.9,4.5,12.4,6.0,4.7,5.6,22.1
0500000US42051,"Fayette County, Pennsylvania",17.7,14.4,13.9,10.3,5.6,9.9,7.5,9.7,11.1,27.7
0500000US47113,"Madison County, Tennessee",16.1,23.0,26.4,14.5,5.9,3.5,2.9,2.1,5.6,19.3
0500000US48027,"Bell County, Texas",16.2,19.2,20.0,15.2,4.1,9.7,4.2,5.6,5.7,21.7
0500000US48061,"Cameron County, Texas",10.0,19.0,22.7,20.5,4.6,13.8,3.8,2.7,2.9,20.4
0500000US49057,"Weber County, Utah",14.6,15.4,22.5,17.5,5.4,9.5,4.3,4.8,6.2,22.0
0500000US51165,"Rockingham County, Virginia",14.7,14.7,15.5,15.9,9.7,14.3,5.7,5.2,4.4,22.9
0500000US51700,"Newport News city, Virginia",10.0,15.6,19.7,14.9,6.9,15.0,5.7,5.2,6.9,24.4
0500000US51710,"Norfolk city, Virginia",15.9,14.2,18.8,18.7,6.4,12.7,4.6,4.4,4.3,22.3
0500000US51810,"Virginia Beach city, Virginia",9.5,13.1,17.8,18.9,7.4,16.7,7.6,4.6,4.3,23.7
0500000US53007,"Chelan County, Washington",25.6,19.1,20.7,11.9,6.5,7.0,2.7,1.3,5.2,18.6
0500000US01015,"Calhoun County, Alabama",13.9,11.4,21.5,13.9,2.7,15.4,4.9,7.4,8.8,25.6
0500000US08005,"Arapahoe County, Colorado",7.2,10.1,14.1,16.8,8.2,16.4,8.5,10.6,8.0,28.9
0500000US13013,"Barrow County, Georgia",5.8,8.0,9.9,13.7,7.0,18.2,7.2,12.0,18.2,35.8
0500000US13157,"Jackson County, Georgia",9.5,11.9,11.3,9.6,7.7,16.3,8.8,13.7,11.2,29.9
0500000US13245,"Richmond County, Georgia",10.4,17.9,19.5,17.3,6.6,14.8,3.9,4.8,4.8,23.5
0500000US13285,"Troup County, Georgia",11.9,19.0,23.3,12.2,4.5,9.1,4.0,5.7,10.2,25.3
0500000US19061,"Dubuque County, Iowa",22.8,26.0,20.6,13.6,6.0,3.9,2.5,1.4,3.1,17.4
0500000US21227,"Warren County, Kentucky",17.4,19.9,20.8,16.4,5.5,11.0,2.7,2.7,3.6,20.3
0500000US27019,"Carver County, Minnesota",10.6,12.3,10.4,15.8,9.8,13.4,10.9,11.9,4.9,26.4
0500000US28075,"Lauderdale County, Mississippi",12.3,16.6,23.0,18.2,5.4,14.4,3.2,5.0,1.9,20.7
0500000US28081,"Lee County, Mississippi",10.6,20.6,26.8,12.8,6.6,12.9,3.1,4.5,2.2,19.9
0500000US28121,"Rankin County, Mississippi",8.2,8.5,16.2,20.7,7.3,20.6,4.2,8.4,5.8,25.8
0500000US36111,"Ulster County, New York",13.0,16.1,14.9,11.8,6.2,11.3,7.3,8.1,11.3,28.5
0500000US37183,"Wake County, North Carolina",8.3,11.6,17.3,17.1,9.8,15.3,8.2,6.9,5.5,25.5
0500000US39093,"Lorain County, Ohio",13.2,12.5,14.9,14.8,11.3,11.9,8.8,7.8,4.9,25.0
0500000US40119,"Payne County, Oklahoma",25.0,24.5,19.8,9.8,1.4,6.5,2.3,2.8,7.9,19.9
0500000US40131,"Rogers County, Oklahoma",11.4,10.7,12.1,17.9,8.1,16.8,11.0,8.4,3.6,25.8
0500000US42081,"Lycoming County, Pennsylvania",24.6,18.4,16.1,10.8,5.8,10.8,4.7,3.0,5.9,21.6
0500000US45015,"Berkeley County, South Carolina",7.4,7.8,14.4,16.3,8.3,18.0,11.5,10.0,6.3,28.0
0500000US45085,"Sumter County, South Carolina",16.2,19.8,23.9,15.8,3.3,5.1,2.6,5.2,8.0,21.5
0500000US47147,"Robertson County, Tennessee",10.3,7.8,10.9,10.8,7.0,12.7,8.6,20.2,11.8,32.4
0500000US48085,"Collin County, Texas",8.2,11.3,13.3,14.8,6.5,14.8,9.7,11.8,9.7,29.1
0500000US49045,"Tooele County, Utah",15.2,10.5,6.0,8.9,3.5,11.2,11.7,15.8,17.1,32.0
0500000US53041,"Lewis County, Washington",20.5,13.3,14.7,11.5,5.0,8.2,6.5,8.3,12.0,27.9
0500000US53053,"Pierce County, Washington",8.8,9.4,12.1,13.9,6.0,14.7,8.2,10.4,16.5,33.7
0500000US54061,"Monongalia County, West Virginia",16.4,16.6,21.7,15.9,4.8,9.6,3.4,6.2,5.3,21.6
0500000US55009,"Brown County, Wisconsin",19.7,22.6,24.0,15.0,5.3,6.3,3.0,2.1,2.1,17.3
0500000US06115,"Yuba County, California",15.6,8.0,16.4,11.7,4.0,8.6,11.9,14.7,9.0,29.7
0500000US13051,"Chatham County, Georgia",12.2,15.2,19.5,20.5,7.7,12.2,4.0,5.4,3.3,21.4
0500000US13063,"Clayton County, Georgia",4.6,10.7,14.4,12.1,5.5,15.5,9.1,13.6,14.5,33.2
0500000US13113,"Fayette County, Georgia",9.1,11.1,10.8,9.3,7.7,11.4,9.5,15.2,16.0,33.5
0500000US13223,"Paulding County, Georgia",4.8,7.0,8.4,11.5,3.1,18.1,10.1,16.2,20.6,37.6
0500000US17043,"DuPage County, Illinois",9.8,11.8,13.0,13.5,6.6,14.5,8.3,9.9,12.5,29.7
0500000US17089,"Kane County, Illinois",10.9,12.8,12.3,14.2,6.2,11.6,10.1,10.1,11.8,29.2
0500000US18089,"Lake County, Indiana",10.8,11.5,12.6,14.9,6.7,13.1,8.1,9.5,12.8,30.0
0500000US21059,"Daviess County, Kentucky",22.6,25.2,20.4,10.7,4.6,5.6,2.8,3.8,4.3,18.2
0500000US21185,"Oldham County, Kentucky",8.5,9.9,8.4,15.9,9.9,24.5,12.7,7.1,3.1,26.6
0500000US25009,"Essex County, Massachusetts",10.6,14.2,14.6,9.8,5.1,12.0,7.7,10.0,16.0,30.8
0500000US26163,"Wayne County, Michigan",8.7,12.8,15.9,17.0,8.4,16.3,7.9,7.1,5.9,25.6
0500000US29165,"Platte County, Missouri",11.0,12.4,12.1,17.9,10.9,16.3,11.1,5.7,2.7,23.9
0500000US36053,"Madison County, New York",17.1,13.4,13.9,12.5,8.6,14.7,10.3,5.5,4.0,23.0
0500000US37159,"Rowan County, North Carolina",13.5,11.6,15.3,14.6,4.5,11.7,7.3,11.4,10.1,27.2
0500000US39029,"Columbiana County, Ohio",21.3,14.6,12.8,10.4,5.8,13.1,8.7,5.7,7.6,25.1
0500000US41059,"Umatilla County, Oregon",27.0,18.6,13.9,14.5,4.1,10.9,5.4,1.8,3.8,17.9
0500000US42045,"Delaware County, Pennsylvania",8.6,9.5,10.8,13.5,6.2,16.8,10.8,13.7,10.2,30.6
0500000US42073,"Lawrence County, Pennsylvania",21.9,13.8,16.6,7.7,6.0,13.4,6.3,7.3,7.0,23.2
0500000US47157,"Shelby County, Tennessee",8.4,12.9,18.0,21.3,8.4,18.8,5.1,4.7,2.4,22.8
0500000US04003,"Cochise County, Arizona",30.2,17.7,15.8,12.2,4.6,6.1,3.2,6.2,4.2,18.8
0500000US04005,"Coconino County, Arizona",25.3,20.4,22.0,10.1,3.0,6.7,3.8,2.8,5.9,19.9
0500000US06023,"Humboldt County, California",30.4,15.2,17.3,14.7,3.5,8.2,2.2,4.3,4.0,17.5
0500000US06039,"Madera County, California",13.8,14.5,9.7,12.1,5.9,10.6,6.5,10.0,16.8,31.8
0500000US12097,"Osceola County, Florida",6.1,6.2,7.9,11.0,4.9,18.2,15.0,17.6,13.2,35.1
0500000US13059,"Clarke County, Georgia",17.4,25.6,22.0,13.5,2.9,5.2,3.0,4.0,6.4,20.1
0500000US13313,"Whitfield County, Georgia",9.1,14.7,23.8,20.6,9.6,9.9,3.2,5.5,3.6,21.9
0500000US16019,"Bonneville County, Idaho",20.2,27.1,20.5,10.7,3.3,6.8,1.5,2.5,7.4,20.0
0500000US22109,"Terrebonne Parish, Louisiana",19.8,13.6,18.2,11.4,4.1,11.9,5.2,5.9,9.8,27.5
0500000US24015,"Cecil County, Maryland",8.6,10.6,18.8,11.4,5.3,14.2,9.7,10.7,10.6,29.6
0500000US24037,"St. Mary's County, Maryland",7.7,13.2,18.6,16.8,7.7,12.3,5.4,6.4,11.9,28.4
0500000US25001,"Barnstable County, Massachusetts",17.1,18.3,16.6,13.6,4.8,12.5,3.7,4.6,8.8,24.2
0500000US25021,"Norfolk County, Massachusetts",8.0,8.7,11.9,10.8,4.6,12.7,9.1,15.2,18.8,34.9
0500000US27163,"Washington County, Minnesota",10.5,11.2,12.5,15.4,8.6,15.3,10.9,9.9,5.7,27.0
0500000US34033,"Salem County, New Jersey",11.6,12.1,11.9,16.6,8.7,17.3,7.2,6.4,8.2,27.5
0500000US34035,"Somerset County, New Jersey",7.3,11.0,13.0,15.4,7.0,12.1,10.0,10.0,14.1,32.5
0500000US36081,"Queens County, New York",2.9,4.6,5.9,8.1,3.2,15.4,10.1,16.9,32.9,45.2
0500000US36119,"Westchester County, New York",8.9,9.9,11.9,11.5,5.4,12.1,6.9,10.1,23.4,35.8
0500000US37109,"Lincoln County, North Carolina",9.5,13.6,11.9,7.8,5.7,16.9,12.0,13.1,9.3,29.2
0500000US42003,"Allegheny County, Pennsylvania",9.7,11.4,14.9,14.9,7.4,15.9,9.4,9.6,6.8,26.8
0500000US45035,"Dorchester County, South Carolina",6.1,8.6,11.0,13.0,4.5,21.3,8.4,14.7,12.4,32.1
0500000US48231,"Hunt County, Texas",16.3,14.0,16.2,8.3,4.5,9.2,4.7,7.1,19.8,29.5
0500000US51650,"Hampton city, Virginia",11.3,16.0,21.4,12.3,5.8,14.5,7.7,6.0,5.1,23.6
0500000US01077,"Lauderdale County, Alabama",14.6,15.5,21.6,13.3,5.4,9.3,5.2,7.5,7.5,23.5
0500000US09011,"New London County, Connecticut",13.2,18.5,16.6,15.8,7.1,10.2,7.0,5.2,6.4,23.4
0500000US17167,"Sangamon County, Illinois",15.1,21.3,23.9,18.3,5.2,8.2,3.6,1.6,2.7,18.7
0500000US21111,"Jefferson County, Kentucky",9.0,13.8,19.3,22.3,10.3,13.4,4.7,3.8,3.3,22.4
0500000US21151,"Madison County, Kentucky",17.7,19.1,15.2,8.7,5.8,10.6,8.6,8.4,5.8,23.4
0500000US22015,"Bossier Parish, Louisiana",12.3,13.1,21.4,21.4,9.0,11.1,3.6,5.5,2.7,21.6
0500000US24009,"Calvert County, Maryland",7.2,10.1,10.6,6.5,4.7,8.5,10.7,14.8,26.8,40.7
0500000US26025,"Calhoun County, Michigan",15.5,20.5,18.5,16.0,5.7,10.0,6.1,3.4,4.5,21.1
0500000US34025,"Monmouth County, New Jersey",11.5,12.8,11.1,10.1,6.1,10.5,7.0,8.7,22.2,36.2
0500000US37119,"Mecklenburg County, North Carolina",8.3,11.6,14.9,17.5,8.3,17.2,7.9,8.0,6.3,26.6
0500000US39055,"Geauga County, Ohio",12.6,12.7,11.1,14.7,6.3,12.7,12.2,11.9,5.8,26.7
0500000US39119,"Muskingum County, Ohio",15.3,18.2,13.9,15.1,6.3,6.7,5.9,5.8,12.7,25.4
0500000US41043,"Linn County, Oregon",24.5,14.3,12.1,12.0,7.1,9.8,7.3,5.4,7.5,23.7
0500000US42017,"Bucks County, Pennsylvania",10.9,11.9,12.7,12.9,6.6,12.7,8.0,10.3,14.0,31.0
0500000US42095,"Northampton County, Pennsylvania",13.6,12.5,14.1,16.2,8.8,9.7,6.7,6.8,11.6,27.9
0500000US45075,"Orangeburg County, South Carolina",9.7,18.6,18.8,11.1,4.4,7.8,8.8,8.2,12.6,27.4
0500000US48029,"Bexar County, Texas",8.5,11.6,17.4,17.3,8.6,16.4,7.0,7.8,5.6,25.5
0500000US48091,"Comal County, Texas",9.8,14.8,14.5,7.0,2.3,15.4,6.3,17.0,12.8,31.7
0500000US48361,"Orange County, Texas",16.3,17.7,17.6,13.2,8.0,10.3,10.1,4.9,1.9,20.5
0500000US48497,"Wise County, Texas",10.4,12.3,12.2,9.7,6.2,12.1,9.4,13.9,13.8,32.3
0500000US53009,"Clallam County, Washington",29.0,17.8,12.0,9.0,3.6,14.3,3.4,3.0,7.9,22.4
0500000US72021,"Bayamón Municipio, Puerto Rico",5.1,7.6,13.1,14.1,4.6,18.8,9.7,9.1,18.0,33.5
0500000US72137,"Toa Baja Municipio, Puerto Rico",2.9,5.1,9.0,11.1,3.5,34.5,10.2,11.6,12.2,33.0
0500000US04025,"Yavapai County, Arizona",23.0,14.6,14.1,12.6,3.6,12.2,5.5,5.8,8.7,24.5
0500000US13097,"Douglas County, Georgia",4.3,11.3,10.3,12.6,5.5,17.4,10.0,15.4,13.3,32.0
0500000US13135,"Gwinnett County, Georgia",5.2,7.4,9.7,12.0,6.2,16.3,10.6,15.5,17.3,35.3
0500000US15007,"Kauai County, Hawaii",16.8,17.1,18.3,13.5,3.4,18.6,3.3,5.8,3.0,20.5
0500000US16027,"Canyon County, Idaho",12.6,13.0,16.5,13.8,9.0,13.5,8.2,9.4,3.9,24.3
0500000US18019,"Clark County, Indiana",8.8,15.1,17.1,17.7,9.9,14.6,7.7,6.4,2.7,23.2
0500000US19013,"Black Hawk County, Iowa",26.3,22.4,24.9,12.1,4.0,4.4,0.5,2.2,3.2,16.8
0500000US21015,"Boone County, Kentucky",9.8,13.2,19.9,16.8,8.6,13.2,4.9,8.4,5.1,23.9
0500000US22051,"Jefferson Parish, Louisiana",10.8,14.2,19.1,18.2,6.3,15.8,4.9,5.5,5.4,23.9
0500000US23031,"York County, Maine",13.0,10.9,10.8,15.3,7.8,15.2,10.8,9.3,6.9,27.0
0500000US24027,"Howard County, Maryland",7.6,8.6,12.8,14.0,7.1,15.3,9.7,10.4,14.6,31.9
0500000US24031,"Montgomery County, Maryland",4.7,7.6,11.1,12.0,6.3,15.8,11.1,14.7,16.7,34.3
0500000US27053,"Hennepin County, Minnesota",9.3,13.0,17.3,18.8,9.8,15.3,7.7,4.9,3.9,23.6
0500000US28067,"Jones County, Mississippi",11.4,10.9,23.1,18.0,7.7,14.8,4.1,5.4,4.7,23.3
0500000US29510,"St. Louis city, Missouri",9.0,13.1,19.0,19.6,7.1,13.0,6.5,6.8,5.9,25.3
0500000US34013,"Essex County, New Jersey",7.2,8.3,12.6,12.9,6.0,16.6,7.4,10.9,18.1,34.4
0500000US34021,"Mercer County, New Jersey",11.4,16.1,17.2,16.5,6.5,10.8,5.1,5.3,11.1,26.6
0500000US36113,"Warren County, New York",21.8,21.4,12.9,11.8,5.4,7.4,6.9,5.7,6.8,21.9
0500000US36117,"Wayne County, New York",19.2,11.7,10.6,10.9,9.1,14.5,11.6,9.2,3.2,23.9
0500000US37129,"New Hanover County, North Carolina",12.0,25.6,21.6,17.0,4.7,9.6,2.3,2.6,4.5,20.0
0500000US39081,"Jefferson County, Ohio",22.0,14.8,14.7,13.0,7.6,8.2,7.0,6.3,6.4,23.2
0500000US42085,"Mercer County, Pennsylvania",23.9,17.5,16.6,12.1,6.7,8.8,4.3,5.1,5.1,20.6
0500000US42111,"Somerset County, Pennsylvania",12.2,14.5,20.3,14.1,7.2,11.5,6.5,5.8,7.9,25.5
0500000US51800,"Suffolk city, Virginia",7.8,10.3,13.9,13.2,7.3,14.6,11.7,12.6,8.6,29.5
0500000US53033,"King County, Washington",6.8,8.9,12.5,14.3,7.7,16.9,10.5,11.7,10.6,30.2
0500000US54033,"Harrison County, West Virginia",14.4,17.0,18.6,16.8,6.7,9.7,6.1,2.7,8.0,23.5
0500000US06111,"Ventura County, California",10.5,12.9,12.6,11.9,18.1,12.5,6.5,6.9,8.2,27.0
0500000US09005,"Litchfield County, Connecticut",12.2,11.8,11.9,13.8,8.5,11.5,7.7,10.3,12.4,29.9
0500000US09007,"Middlesex County, Connecticut",13.1,12.7,11.9,13.4,8.7,13.1,11.2,9.9,6.0,26.4
0500000US12023,"Columbia County, Florida",13.9,15.8,23.1,6.2,5.7,12.0,7.0,11.3,5.0,24.5
0500000US13047,"Catoosa County, Georgia",9.5,9.6,15.5,18.5,17.6,18.6,4.3,3.0,3.4,24.3
0500000US13247,"Rockdale County, Georgia",6.3,11.8,10.8,13.7,4.2,6.9,10.5,16.2,19.5,34.8
0500000US13297,"Walton County, Georgia",10.8,9.8,9.6,10.4,9.4,15.4,7.6,12.7,14.2,31.5
0500000US16005,"Bannock County, Idaho",27.3,29.8,18.4,8.2,2.6,5.5,1.9,2.9,3.4,16.0
0500000US24003,"Anne Arundel County, Maryland",7.6,9.8,12.1,13.5,5.9,15.2,9.9,10.9,15.2,32.4
0500000US28033,"DeSoto County, Mississippi",9.5,12.6,13.8,16.6,7.1,20.0,8.8,7.2,4.5,25.2
0500000US29097,"Jasper County, Missouri",16.6,18.3,27.2,16.9,6.2,8.2,1.9,2.5,2.3,18.0
0500000US30029,"Flathead County, Montana",19.0,20.2,16.4,15.4,6.3,14.3,2.5,3.6,2.2,18.9
0500000US35001,"Bernalillo County, New Mexico",9.6,14.3,20.9,21.2,8.6,12.6,4.4,3.6,4.9,22.8
0500000US36005,"Bronx County, New York",4.1,4.2,6.5,7.3,3.6,14.0,9.6,15.1,35.6,45.2
0500000US37019,"Brunswick County, North Carolina",12.7,15.0,16.1,17.4,8.2,14.2,4.8,7.1,4.6,24.4
0500000US37021,"Buncombe County, North Carolina",10.1,17.9,21.6,22.0,7.4,12.4,3.6,2.6,2.3,20.4
0500000US37127,"Nash County, North Carolina",9.7,19.1,25.8,14.7,6.5,9.2,2.8,5.5,6.7,22.9
0500000US37193,"Wilkes County, North Carolina",12.7,14.8,20.6,15.8,4.4,7.3,3.2,5.9,15.4,29.4
0500000US39035,"Cuyahoga County, Ohio",11.0,12.6,16.0,17.8,9.2,15.2,7.6,6.2,4.4,24.1
0500000US39061,"Hamilton County, Ohio",10.1,12.6,16.6,18.6,10.3,16.2,6.9,5.6,3.2,23.5
0500000US39165,"Warren County, Ohio",10.7,12.6,13.6,14.8,6.6,17.7,10.9,8.2,5.0,26.5
0500000US40017,"Canadian County, Oklahoma",10.0,15.7,14.0,17.5,10.5,17.7,6.3,5.1,3.2,22.8
0500000US42029,"Chester County, Pennsylvania",11.2,11.9,13.3,13.6,7.7,12.4,9.1,9.9,10.9,28.7
0500000US42077,"Lehigh County, Pennsylvania",13.2,13.7,16.5,21.0,7.9,10.8,4.0,5.5,7.3,24.1
0500000US45063,"Lexington County, South Carolina",8.1,11.7,15.7,18.9,8.0,16.6,5.8,8.9,6.3,26.0
0500000US47119,"Maury County, Tennessee",9.9,10.1,13.4,15.0,4.7,12.3,8.9,15.5,10.2,29.7
0500000US47189,"Wilson County, Tennessee",8.2,9.4,11.2,9.8,6.1,16.7,11.4,16.0,11.1,31.1
0500000US48203,"Harrison County, Texas",15.0,16.1,19.0,21.1,3.7,10.3,6.0,3.7,5.1,21.5
0500000US51041,"Chesterfield County, Virginia",6.3,10.8,15.6,19.4,10.3,17.6,10.0,6.4,3.5,25.7
0500000US55131,"Washington County, Wisconsin",16.2,12.5,12.6,14.1,8.5,15.7,10.4,6.5,3.4,23.5
0500000US09003,"Hartford County, Connecticut",10.5,15.2,18.2,17.3,7.8,13.7,6.6,5.2,5.4,23.7
0500000US12033,"Escambia County, Florida",11.2,14.3,22.2,21.7,5.6,10.3,4.8,4.6,5.3,23.8
0500000US18039,"Elkhart County, Indiana",15.9,18.6,21.8,15.4,8.0,10.6,4.6,3.2,1.8,19.5
0500000US18109,"Morgan County, Indiana",15.5,6.6,9.3,11.1,4.2,16.4,12.3,13.6,10.8,31.1
0500000US19049,"Dallas County, Iowa",11.9,14.8,21.0,17.0,9.6,11.3,7.2,3.6,3.6,22.6
0500000US23011,"Kennebec County, Maine",18.5,14.7,13.9,16.9,7.4,11.8,4.6,6.2,6.0,23.8
0500000US26049,"Genesee County, Michigan",12.8,15.6,17.0,15.7,7.3,9.5,4.8,7.5,9.9,25.8
0500000US26087,"Lapeer County, Michigan",11.8,10.0,7.8,10.0,4.3,10.6,11.2,17.8,16.5,35.3
0500000US26145,"Saginaw County, Michigan",18.0,16.1,18.2,15.4,7.4,9.7,5.4,4.6,5.3,21.7
0500000US30013,"Cascade County, Montana",19.4,24.7,24.3,15.5,4.7,6.1,1.8,1.0,2.4,16.9
0500000US32003,"Clark County, Nevada",7.4,12.0,16.0,19.3,8.8,19.5,6.6,5.6,4.8,25.4
0500000US36007,"Broome County, New York",19.4,20.9,22.1,16.7,4.7,6.8,2.1,2.4,4.8,19.7
0500000US36027,"Dutchess County, New York",11.2,11.2,13.8,11.7,5.4,11.9,7.1,9.4,18.2,34.3
0500000US37023,"Burke County, North Carolina",9.6,17.7,17.9,18.7,7.6,13.1,6.6,3.8,4.9,22.6
0500000US37035,"Catawba County, North Carolina",15.4,15.0,20.7,16.5,7.1,10.5,3.7,4.4,6.6,22.8
0500000US37125,"Moore County, North Carolina",14.9,19.6,16.3,9.1,7.7,10.7,6.5,10.7,4.6,23.4
0500000US39009,"Athens County, Ohio",25.9,22.9,15.9,8.9,7.6,6.5,1.9,4.4,6.0,21.1
0500000US39023,"Clark County, Ohio",18.0,16.0,16.3,11.3,6.8,10.0,6.0,9.6,6.0,23.8
0500000US39099,"Mahoning County, Ohio",17.5,16.6,20.2,17.9,5.8,8.9,4.4,3.5,5.2,21.3
0500000US45051,"Horry County, South Carolina",12.5,14.5,24.3,15.0,6.9,11.5,6.8,4.4,4.2,22.2
0500000US47093,"Knox County, Tennessee",9.4,13.2,20.9,22.2,8.7,13.5,4.2,4.8,3.0,22.3
0500000US51061,"Fauquier County, Virginia",8.7,8.4,9.5,9.2,2.7,13.7,6.2,17.8,23.8,39.9
0500000US72127,"San Juan Municipio, Puerto Rico",4.6,11.5,16.3,20.4,3.9,24.3,4.6,6.0,8.5,27.2
0500000US01069,"Houston County, Alabama",10.5,17.3,20.4,20.4,5.8,15.5,3.2,3.7,3.2,21.1
