id,Geographic Area Name,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,Mean travel time to work (minutes)
0500000US34027,"Morris County, New Jersey",9.7,11.4,13.8,13.0,6.9,12.1,8.4,10.4,14.2,31.0
0500000US36065,"Oneida County, New York",19.2,19.9,16.9,18.1,5.4,6.7,4.9,4.1,4.8,20.1
0500000US36075,"Oswego County, New York",18.0,11.8,13.5,11.1,8.1,14.4,10.3,9.3,3.7,24.4
0500000US37147,"Pitt County, North Carolina",13.8,21.8,24.1,13.9,3.6,10.2,5.0,3.3,4.4,20.2
0500000US39101,"Marion County, Ohio",17.2,21.3,15.5,11.3,5.8,7.0,5.0,5.0,11.8,24.2
0500000US39173,"Wood County, Ohio",18.8,14.7,15.0,16.5,9.5,11.8,4.9,4.4,4.5,22.3
0500000US41071,"Yamhill County, Oregon",14.5,17.6,10.6,11.0,4.8,9.6,8.3,13.8,9.8,28.1
0500000US42011,"Berks County, Pennsylvania",12.7,14.8,16.8,13.5,9.5,10.8,7.2,6.4,8.3,25.3
0500000US47155,"Sevier County, Tennessee",10.5,11.0,13.8,14.4,7.5,19.9,8.4,10.0,4.5,26.5
0500000US48099,"Coryell County, Texas",26.2,15.7,20.6,8.6,5.7,8.3,5.4,3.4,6.1,20.8
0500000US48367,"Parker County, Texas",13.8,9.1,10.4,12.5,6.5,14.0,8.4,12.0,13.3,31.5
0500000US51121,"Montgomery County, Virginia",20.6,20.7,21.6,14.0,4.6,6.4,5.3,4.1,2.7,18.9
0500000US53029,"Island County, Washington",17.6,20.8,18.8,8.6,2.3,6.3,3.9,6.1,15.7,29.1
0500000US55027,"Dodge County, Wisconsin",20.9,14.4,10.3,15.4,7.8,11.1,7.3,6.5,6.4,23.3
0500000US55039,"Fond du Lac County, Wisconsin",24.5,19.7,14.0,11.1,7.4,7.7,6.1,5.1,4.4,20.2
0500000US12071,"Lee County, Florida",8.2,11.1,14.0,13.8,7.8,17.4,10.2,9.2,8.2,28.1
0500000US12105,"Polk County, Florida",8.1,12.2,15.9,13.4,6.9,15.9,7.5,10.4,9.8,29.1
0500000US17019,"Champaign County, Illinois",19.0,23.0,23.6,14.9,5.7,6.3,2.4,2.1,2.9,17.4
0500000US21029,"Bullitt County, Kentucky",9.0,7.1,10.8,14.5,10.2,26.2,9.8,10.3,2.1,26.3
0500000US26073,"Isabella County, Michigan",36.3,20.2,13.6,9.8,4.5,6.8,2.3,3.1,3.5,16.4
0500000US28035,"Forrest County, Mississippi",23.8,26.5,16.1,14.7,2.1,7.2,6.4,0.2,2.9,18.6
0500000US34003,"Bergen County, New Jersey",9.2,10.5,11.2,12.6,7.4,11.9,6.7,9.8,20.9,33.8
0500000US34041,"Warren County, New Jersey",14.0,7.2,6.8,8.4,8.5,13.2,12.7,11.1,18.2,34.8
0500000US39003,"Allen County, Ohio",18.3,21.2,19.9,12.5,5.4,9.3,3.2,6.8,3.3,20.4
0500000US39043,"Erie County, Ohio",20.1,20.1,17.1,14.0,5.5,12.8,3.0,2.7,4.6,19.8
0500000US40145,"Wagoner County, Oklahoma",9.6,7.7,11.6,21.0,10.5,20.1,7.8,7.2,4.6,26.1
0500000US41053,"Polk County, Oregon",15.7,13.0,13.7,12.6,7.3,14.0,6.8,9.0,7.9,26.1
0500000US42043,"Dauphin County, Pennsylvania",13.0,16.5,21.8,18.3,5.8,10.8,3.9,5.3,4.6,22.2
0500000US42089,"Monroe County, Pennsylvania",10.4,10.3,14.3,13.4,5.1,9.8,5.8,7.5,23.5,38.5
0500000US44005,"Newport County, Rhode Island",18.5,17.0,11.9,16.3,5.6,10.6,6.7,7.3,6.1,23.4
0500000US44009,"Washington County, Rhode Island",16.6,12.0,10.9,15.3,6.8,11.0,10.0,11.4,6.0,26.1
0500000US45073,"Oconee County, South Carolina",10.3,12.9,24.3,18.7,7.0,11.3,3.2,6.4,6.0,22.7
0500000US48187,"Guadalupe County, Texas",9.4,14.6,16.2,14.6,4.7,12.6,10.1,10.3,7.4,26.9
0500000US48215,"Hidalgo County, Texas",13.4,17.5,20.1,17.1,7.3,14.9,2.8,3.3,3.6,22.6
0500000US48329,"Midland County, Texas",13.2,25.9,23.2,12.4,2.7,13.9,1.4,1.7,5.5,20.5
0500000US53061,"Snohomish County, Washington",8.6,10.0,10.4,12.2,6.0,14.8,8.5,12.4,17.1,33.3
0500000US55079,"Milwaukee County, Wisconsin",11.4,15.2,19.8,18.3,7.6,14.2,5.4,4.2,4.0,22.2
0500000US55101,"Racine County, Wisconsin",17.4,15.0,16.1,11.7,6.2,10.4,9.3,8.0,5.8,24.0
0500000US72113,"Ponce Municipio, Puerto Rico",9.3,12.2,20.7,22.0,3.5,15.0,8.1,4.0,5.3,25.5
0500000US06047,"Merced County, California",16.2,16.1,17.9,12.1,2.7,9.8,4.7,5.3,15.3,29.1
0500000US06081,"San Mateo County, California",5.9,11.3,15.1,14.1,5.6,16.2,9.4,11.7,10.7,29.7
0500000US02170,"Matanuska-Susitna Borough, Alaska",13.7,13.8,13.6,12.1,4.0,7.6,2.5,10.4,22.3,35.5
0500000US04027,"Yuma County, Arizona",20.1,18.2,19.0,14.3,4.2,12.0,4.6,2.9,4.7,20.2
0500000US05119,"Pulaski County, Arkansas",12.6,17.2,20.2,19.1,7.8,12.7,3.1,3.5,3.7,21.1
0500000US13045,"Carroll County, Georgia",15.1,13.0,13.1,11.8,5.2,14.1,8.0,7.9,11.8,28.6
0500000US13067,"Cobb County, Georgia",6.5,9.7,11.6,13.3,6.4,17.4,9.4,13.0,12.7,31.5
0500000US13139,"Hall County, Georgia",8.8,10.5,18.0,16.9,6.5,12.4,6.3,8.3,12.3,29.1
0500000US18085,"Kosciusko County, Indiana",26.4,19.8,16.0,13.3,6.8,7.3,3.1,5.0,2.3,18.3
0500000US18163,"Vanderburgh County, Indiana",13.6,21.5,21.2,18.0,5.6,9.2,4.4,3.5,2.8,19.9
0500000US22033,"East Baton Rouge Parish, Louisiana",9.4,12.5,19.8,18.6,5.9,16.5,6.1,5.4,5.7,24.2
0500000US24013,"Carroll County, Maryland",9.6,8.4,9.9,10.9,5.5,10.3,9.6,15.3,20.6,36.1
0500000US24045,"Wicomico County, Maryland",16.9,17.9,19.3,10.9,5.6,9.5,6.3,4.6,9.0,24.3
0500000US25027,"Worcester County, Massachusetts",10.2,11.7,13.3,12.1,5.4,15.3,7.7,10.8,13.5,30.6
0500000US26065,"Ingham County, Michigan",14.7,21.1,22.6,16.2,6.5,7.7,2.5,3.1,5.7,20.5
0500000US34019,"Hunterdon County, New Jersey",10.0,10.7,11.3,10.2,5.1,12.7,8.1,13.2,18.7,34.7
0500000US36063,"Niagara County, New York",13.5,15.5,14.6,14.4,7.9,14.5,8.8,7.2,3.6,23.7
0500000US36079,"Putnam County, New York",9.5,8.6,11.0,6.3,4.2,10.7,11.5,14.7,23.4,39.7
0500000US37049,"Craven County, North Carolina",25.8,20.6,19.7,8.9,4.8,10.5,2.2,4.9,2.5,17.7
0500000US37151,"Randolph County, North Carolina",13.0,13.4,19.1,13.8,8.0,14.1,9.4,6.5,2.7,23.2
0500000US39141,"Ross County, Ohio",14.5,18.6,16.7,13.0,8.0,11.3,5.0,6.2,6.7,24.4
0500000US40109,"Oklahoma County, Oklahoma",12.8,15.7,19.5,20.6,8.1,13.3,3.8,3.0,3.2,21.3
0500000US48245,"Jefferson County, Texas",14.1,17.3,21.9,20.3,3.5,12.2,2.8,2.7,5.2,20.8
0500000US48303,"Lubbock County, Texas",23.0,23.7,27.0,13.9,2.4,4.8,1.1,1.3,2.7,16.4
0500000US54003,"Berkeley County, West Virginia",8.8,13.9,21.0,13.5,9.8,10.4,4.5,6.6,11.5,28.2
0500000US55073,"Marathon County, Wisconsin",17.9,21.5,22.4,16.5,6.1,7.6,3.9,2.1,2.0,18.1
0500000US02090,"Fairbanks North Star Borough, Alaska",17.0,21.7,23.6,13.2,7.7,8.3,2.2,2.8,3.3,19.1
0500000US05085,"Lonoke County, Arkansas",11.9,12.0,10.9,10.1,6.6,15.2,11.2,15.6,6.6,28.9
0500000US06001,"Alameda County, California",5.7,10.4,13.3,11.5,5.1,12.9,8.9,12.8,19.4,34.8
0500000US06097,"Sonoma County, California",14.6,16.5,17.4,13.4,5.8,10.8,5.9,6.0,9.7,25.4
0500000US06113,"Yolo County, California",14.7,22.6,14.4,13.2,6.0,9.8,5.6,6.8,6.8,23.5
0500000US09015,"Windham County, Connecticut",13.2,14.5,15.0,13.6,5.7,8.7,7.9,12.2,9.1,27.2
0500000US12011,"Broward County, Florida",7.1,9.6,13.5,17.0,7.2,17.8,8.7,10.1,9.0,28.7
0500000US20177,"Shawnee County, Kansas",13.6,21.0,27.0,18.7,5.1,6.9,1.9,2.8,3.1,18.8
0500000US21067,"Fayette County, Kentucky",13.1,13.8,22.5,23.3,5.1,11.3,3.7,3.2,4.0,20.9
0500000US22017,"Caddo Parish, Louisiana",6.4,14.8,30.4,21.8,6.8,9.1,2.9,3.8,4.0,21.9
0500000US22079,"Rapides Parish, Louisiana",22.7,17.7,19.8,14.3,6.0,8.1,2.7,3.7,5.0,22.3
0500000US26147,"St. Clair County, Michigan",14.1,12.1,14.1,10.8,5.4,10.7,6.4,11.5,14.8,30.5
0500000US27171,"Wright County, Minnesota",13.0,12.2,10.0,7.9,8.3,12.1,12.6,11.8,12.1,30.3
0500000US29095,"Jackson County, Missouri",10.7,13.5,17.4,17.1,8.3,15.8,7.3,6.5,3.4,23.5
0500000US36051,"Livingston County, New York",22.5,9.5,11.1,12.1,7.2,14.4,9.3,7.5,6.4,24.1
0500000US36103,"Suffolk County, New York",8.8,10.9,12.5,14.6,6.3,16.0,6.5,8.2,16.1,33.3
0500000US40027,"Cleveland County, Oklahoma",10.7,13.6,17.1,14.8,8.1,15.8,6.7,8.5,4.7,24.4
0500000US40101,"Muskogee County, Oklahoma",24.3,16.0,16.4,10.5,3.9,9.1,4.0,9.1,6.6,21.9
0500000US41035,"Klamath County, Oregon",27.2,25.9,20.3,14.1,2.4,4.4,1.3,2.1,2.2,15.3
0500000US42101,"Philadelphia County, Pennsylvania",5.6,7.5,10.9,13.2,5.9,19.0,8.9,13.6,15.4,34.4
0500000US45019,"Charleston County, South Carolina",7.8,11.7,15.3,21.3,8.0,20.0,6.2,6.5,3.4,24.4
0500000US45047,"Greenwood County, South Carolina",15.8,21.5,24.7,14.6,5.7,4.8,4.5,3.9,4.5,20.0
0500000US47141,"Putnam County, Tennessee",20.9,24.2,17.3,6.6,2.9,12.8,3.4,4.0,7.8,21.4
0500000US48257,"Kaufman County, Texas",11.1,10.8,8.0,7.2,4.0,11.4,7.2,17.1,23.2,38.5
0500000US48381,"Randall County, Texas",16.2,16.5,26.4,17.2,4.2,7.8,2.7,2.8,6.2,20.2
0500000US55071,"Manitowoc County, Wisconsin",23.9,21.5,13.7,10.8,5.9,7.4,6.1,6.2,4.4,20.1
0500000US55139,"Winnebago County, Wisconsin",20.7,20.4,19.6,14.0,7.3,9.5,3.5,2.3,2.7,18.5
0500000US72031,"Carolina Municipio, Puerto Rico",4.6,7.7,14.7,14.9,2.7,17.5,8.5,11.2,18.2,32.7
0500000US01095,"Marshall County, Alabama",21.0,15.8,13.1,11.9,2.1,9.7,8.4,9.3,8.8,25.8
0500000US04017,"Navajo County, Arizona",32.7,21.2,8.4,6.0,2.9,10.6,3.7,4.3,10.1,22.6
0500000US06107,"Tulare County, California",17.3,18.3,16.7,11.8,5.7,12.6,4.8,5.9,6.7,23.4
0500000US08077,"Mesa County, Colorado",16.5,21.9,18.8,17.8,5.5,8.0,0.9,5.6,5.1,21.7
0500000US09001,"Fairfield County, Connecticut",9.9,14.2,15.0,13.7,4.8,11.4,5.5,8.8,16.7,31.7
0500000US12089,"Nassau County, Florida",10.8,15.5,7.0,12.5,6.5,12.2,7.5,15.1,12.9,29.7
0500000US17163,"St. Clair County, Illinois",13.6,12.8,15.3,14.1,8.4,12.4,7.6,10.2,5.5,25.2
0500000US18035,"Delaware County, Indiana",22.3,20.8,19.9,13.8,3.1,5.8,2.6,5.1,6.5,20.3
0500000US18091,"LaPorte County, Indiana",19.4,16.6,13.9,11.5,5.7,8.6,7.1,8.7,8.5,24.6
0500000US18095,"Madison County, Indiana",15.6,11.1,14.9,10.8,4.9,12.2,9.3,11.5,9.7,27.9
0500000US21117,"Kenton County, Kentucky",11.1,12.4,22.2,18.6,6.4,12.4,5.7,6.9,4.2,22.9
0500000US22055,"Lafayette Parish, Louisiana",12.5,16.0,19.0,17.2,5.9,12.7,3.3,4.4,8.9,26.3
0500000US24017,"Charles County, Maryland",5.4,9.0,8.3,5.6,3.6,9.0,7.3,16.8,35.0,45.4
0500000US26077,"Kalamazoo County, Michigan",14.2,18.9,22.0,17.6,8.5,7.9,4.0,3.0,4.0,20.8
0500000US27109,"Olmsted County, Minnesota",17.5,23.9,26.1,13.7,3.6,6.2,3.3,2.0,3.6,18.2
0500000US27141,"Sherburne County, Minnesota",8.7,10.3,13.2,11.9,4.7,14.9,11.3,13.0,12.0,30.5
0500000US34009,"Cape May County, New Jersey",17.6,15.5,21.1,12.6,6.8,7.8,6.1,4.6,7.8,22.7
0500000US35045,"San Juan County, New Mexico",15.3,14.6,17.5,14.8,5.3,12.7,6.9,6.7,6.3,24.0
0500000US36089,"St. Lawrence County, New York",29.1,16.1,10.4,13.1,5.8,7.9,6.6,5.7,5.3,20.7
0500000US37081,"Guilford County, North Carolina",13.7,15.3,21.4,18.6,7.5,12.4,4.9,2.6,3.6,20.9
0500000US39095,"Lucas County, Ohio",13.7,18.3,21.0,19.3,8.0,10.3,2.2,2.4,4.8,20.6
0500000US40143,"Tulsa County, Oklahoma",13.3,17.1,21.2,20.8,7.4,11.5,3.5,2.6,2.6,20.1
0500000US44003,"Kent County, Rhode Island",9.9,13.2,14.6,14.9,9.4,15.1,8.0,9.8,5.1,25.7
0500000US48039,"Brazoria County, Texas",8.2,11.7,12.0,12.7,6.4,15.5,10.1,12.1,11.3,29.7
0500000US48491,"Williamson County, Texas",7.6,9.8,13.9,15.4,8.3,16.0,7.7,11.7,9.6,28.8
0500000US53045,"Mason County, Washington",21.2,9.5,8.0,8.9,4.5,10.2,11.0,10.4,16.4,32.7
0500000US55105,"Rock County, Wisconsin",17.7,17.3,15.9,11.3,6.4,11.5,6.5,8.0,5.5,23.0
0500000US72097,"Mayagüez Municipio, Puerto Rico",13.6,15.7,16.8,15.0,4.7,17.7,8.6,3.8,4.0,22.5
0500000US06057,"Nevada County, California",18.7,18.1,15.9,12.0,5.1,7.2,7.3,7.8,7.9,24.7
0500000US12019,"Clay County, Florida",7.3,9.6,8.9,13.5,4.7,17.9,12.0,14.2,11.9,32.3
0500000US12055,"Highlands County, Florida",20.7,14.8,23.1,15.4,5.5,7.6,4.0,3.4,5.5,20.8
0500000US12131,"Walton County, Florida",14.1,18.8,11.5,12.8,7.8,10.6,4.3,10.6,9.6,26.2
0500000US15009,"Maui County, Hawaii",15.2,18.0,18.6,12.4,5.7,12.5,5.3,7.3,5.1,23.1
0500000US23005,"Cumberland County, Maine",13.9,18.4,16.7,15.2,7.9,10.0,8.1,5.4,4.4,22.3
0500000US33015,"Rockingham County, New Hampshire",11.4,11.4,12.6,12.4,7.1,14.2,9.3,9.2,12.2,30.6
0500000US35031,"McKinley County, New Mexico",17.1,15.8,17.1,7.2,3.3,16.2,4.8,10.3,8.2,25.3
0500000US36011,"Cayuga County, New York",23.6,14.8,16.8,10.3,4.4,11.3,7.1,7.0,4.7,22.0
0500000US36047,"Kings County, New York",3.3,4.0,5.7,6.4,3.2,16.4,12.5,19.9,28.5,43.4
0500000US37089,"Henderson County, North Carolina",17.3,10.8,16.4,21.4,7.2,13.0,4.3,4.9,4.7,22.0
0500000US39057,"Greene County, Ohio",13.3,18.0,18.5,20.4,7.0,10.9,4.2,3.8,4.0,21.1
0500000US39139,"Richland County, Ohio",17.4,18.7,19.9,13.7,5.1,9.6,3.5,2.4,9.8,23.2
0500000US41033,"Josephine County, Oregon",28.3,21.7,15.0,9.3,4.2,9.2,5.1,4.2,2.9,18.0
0500000US42007,"Beaver County, Pennsylvania",14.2,11.5,15.8,13.5,8.3,10.6,9.6,9.1,7.2,25.7
0500000US42037,"Columbia County, Pennsylvania",12.9,18.7,19.4,16.6,4.6,10.5,6.9,6.6,3.8,22.0
0500000US45031,"Darlington County, South Carolina",20.4,20.3,12.1,14.1,5.7,11.4,4.6,4.6,6.8,21.9
0500000US45079,"Richland County, South Carolina",13.9,11.9,18.4,19.1,6.3,16.1,5.3,3.5,5.4,22.8
0500000US48157,"Fort Bend County, Texas",5.7,7.2,11.6,10.4,6.6,18.0,11.3,16.3,13.0,33.0
0500000US48181,"Grayson County, Texas",16.7,18.6,15.5,8.5,5.6,10.8,5.5,6.3,12.5,26.8
0500000US48451,"Tom Green County, Texas",23.0,20.1,33.5,11.0,2.0,3.6,0.8,1.2,4.8,17.3
0500000US51019,"Bedford County, Virginia",9.9,8.1,13.8,12.3,7.4,20.0,11.3,12.7,4.5,27.0
0500000US53021,"Franklin County, Washington",12.3,10.6,24.6,20.8,3.8,9.2,6.3,7.6,4.9,23.0
0500000US53025,"Grant County, Washington",26.6,20.2,18.5,9.2,3.8,8.4,6.5,2.4,4.5,18.4
0500000US55109,"St. Croix County, Wisconsin",13.8,11.6,13.5,12.6,7.5,11.2,10.2,12.0,7.8,27.0
0500000US05045,"Faulkner County, Arkansas",13.8,15.9,21.6,6.2,5.7,10.9,10.7,10.8,4.3,24.7
0500000US06019,"Fresno County, California",11.6,14.3,20.0,19.4,6.7,14.2,5.1,4.4,4.3,23.1
0500000US08013,"Boulder County, Colorado",14.0,18.1,17.0,14.1,7.3,9.6,5.6,7.4,6.9,23.5
0500000US08041,"El Paso County, Colorado",11.5,15.1,19.1,18.6,8.5,12.4,4.6,4.5,5.8,23.7
0500000US12015,"Charlotte County, Florida",11.9,16.1,21.5,14.0,6.5,13.2,3.5,6.1,7.1,24.5
0500000US12057,"Hillsborough County, Florida",8.9,10.7,12.6,13.6,6.9,18.4,8.9,11.4,8.5,28.4
0500000US18043,"Floyd County, Indiana",6.3,15.0,19.5,17.5,11.0,17.3,5.9,5.0,2.4,23.7
0500000US21093,"Hardin County, Kentucky",18.5,21.0,19.5,12.4,4.9,6.7,6.7,5.3,5.0,20.9
0500000US22071,"Orleans Parish, Louisiana",9.4,13.9,21.0,17.7,5.6,16.2,4.0,5.6,6.5,25.4
0500000US23003,"Aroostook County, Maine",34.7,13.9,14.5,9.7,3.1,11.8,1.9,3.2,7.1,19.5
0500000US24005,"Baltimore County, Maryland",6.6,10.6,12.8,14.4,8.7,16.4,9.7,11.0,9.8,30.2
0500000US24043,"Washington County, Maryland",8.5,12.7,17.7,15.0,6.0,12.8,7.5,5.6,14.3,30.6
0500000US26125,"Oakland County, Michigan",8.3,11.9,14.5,15.8,7.7,16.0,9.8,9.2,6.7,26.8
0500000US34001,"Atlantic County, New Jersey",13.4,11.9,22.3,15.6,7.3,10.9,5.3,5.8,7.5,24.8
0500000US34023,"Middlesex County, New Jersey",7.5,10.3,10.1,12.2,5.2,14.7,8.9,10.4,20.7,36.5
0500000US34037,"Sussex County, New Jersey",9.4,8.7,9.5,9.6,5.4,11.1,9.3,13.0,24.0,37.7
0500000US35005,"Chaves County, New Mexico",26.9,20.3,24.1,10.3,2.3,8.0,2.0,3.2,2.8,17.2
0500000US35013,"Doña Ana County, New Mexico",14.0,15.0,27.4,11.7,6.4,13.7,3.1,3.6,5.1,21.9
0500000US36085,"Richmond County, New York",4.6,7.0,7.7,9.6,4.7,10.5,7.1,10.3,38.5,47.1
0500000US42071,"Lancaster County, Pennsylvania",15.7,15.1,17.6,17.0,7.1,10.3,6.1,5.8,5.4,22.8
0500000US42107,"Schuylkill County, Pennsylvania",16.8,12.8,15.3,11.2,7.4,12.7,5.7,9.0,9.1,25.9
0500000US42129,"Westmoreland County, Pennsylvania",14.3,13.5,15.5,11.9,7.2,10.9,8.2,8.5,9.9,26.4
0500000US45083,"Spartanburg County, South Carolina",9.4,15.9,17.4,17.4,8.6,15.0,5.9,5.9,4.6,23.4
0500000US48339,"Montgomery County, Texas",8.7,10.1,10.9,11.6,6.4,14.4,7.6,13.7,16.7,32.8
0500000US51087,"Henrico County, Virginia",10.3,15.7,19.5,20.5,8.4,13.3,4.4,4.1,3.8,22.2
0500000US51760,"Richmond city, Virginia",9.6,16.8,23.0,16.8,8.2,12.5,4.6,4.2,4.3,21.9
0500000US55035,"Eau Claire County, Wisconsin",18.4,22.8,27.8,12.2,5.4,5.6,2.7,2.0,3.1,17.9
0500000US55063,"La Crosse County, Wisconsin",23.7,20.1,23.9,12.1,5.4,6.5,3.2,3.1,1.9,16.8
0500000US01003,"Baldwin County, Alabama",11.0,12.3,14.8,11.4,6.2,17.4,11.8,7.3,7.8,28.1
0500000US05125,"Saline County, Arkansas",11.3,13.0,10.1,16.7,11.1,20.1,8.2,6.2,3.3,24.9
0500000US12009,"Brevard County, Florida",11.3,10.8,18.8,16.8,7.8,14.9,5.7,6.7,7.1,25.4
0500000US17091,"Kankakee County, Illinois",22.9,17.8,14.6,11.1,4.8,6.6,5.1,5.6,11.5,24.3
0500000US18005,"Bartholomew County, Indiana",22.1,18.8,22.5,13.3,4.8,7.2,5.0,2.9,3.5,18.7
0500000US18057,"Hamilton County, Indiana",11.4,12.2,14.8,11.5,6.5,18.1,10.4,11.1,4.0,26.1
0500000US19153,"Polk County, Iowa",13.0,16.6,21.4,20.6,8.8,12.1,2.6,2.9,2.1,20.0
0500000US20209,"Wyandotte County, Kansas",8.9,16.6,19.9,19.1,10.5,15.3,4.0,3.8,1.8,21.1
0500000US22045,"Iberia Parish, Louisiana",12.7,20.4,16.4,14.3,6.3,8.8,7.7,4.7,8.8,26.8
0500000US22103,"St. Tammany Parish, Louisiana",10.1,10.8,12.3,12.6,4.4,14.3,6.6,13.8,15.2,31.9
0500000US24001,"Allegany County, Maryland",19.1,17.0,20.2,13.6,5.4,10.2,4.2,2.3,8.0,22.8
0500000US25005,"Bristol County, Massachusetts",12.7,13.1,15.4,13.0,6.9,11.5,6.8,8.3,12.3,27.9
0500000US26021,"Berrien County, Michigan",23.8,16.8,17.3,13.3,5.0,10.2,5.8,2.6,5.2,21.0
0500000US26093,"Livingston County, Michigan",10.7,10.9,11.5,11.1,4.8,12.7,11.4,13.9,13.0,31.7
0500000US26103,"Marquette County, Michigan",29.8,20.7,12.8,13.9,4.9,8.5,4.1,2.5,3.0,17.5
0500000US29019,"Boone County, Missouri",17.6,21.8,29.0,13.4,3.7,6.1,3.8,2.5,2.1,17.8
0500000US34031,"Passaic County, New Jersey",8.4,13.8,11.9,14.1,8.6,14.1,10.2,8.0,11.0,28.7
0500000US35043,"Sandoval County, New Mexico",6.9,7.4,9.0,19.9,15.8,17.9,9.7,7.9,5.5,28.0
0500000US36093,"Schenectady County, New York",12.1,16.7,17.5,15.1,7.5,14.4,6.3,6.8,3.6,23.0
0500000US37031,"Carteret County, North Carolina",15.4,15.9,14.3,15.2,4.3,15.4,7.0,5.5,7.0,24.5
0500000US37155,"Robeson County, North Carolina",13.1,14.2,16.9,18.2,5.4,13.2,5.7,6.4,6.9,24.5
0500000US39133,"Portage County, Ohio",15.1,9.9,8.1,17.4,10.6,12.1,11.9,9.4,5.4,26.0
0500000US41047,"Marion County, Oregon",12.9,15.1,19.7,17.3,6.6,10.0,4.3,5.8,8.2,23.9
0500000US42027,"Centre County, Pennsylvania",16.3,17.0,21.7,17.2,6.3,9.8,3.4,4.8,3.5,20.7
0500000US42125,"Washington County, Pennsylvania",15.8,14.0,11.1,11.5,9.1,11.6,9.0,9.4,8.6,26.2
0500000US45059,"Laurens County, South Carolina",12.5,14.3,14.5,12.6,6.6,14.4,8.9,8.9,7.3,25.5
0500000US47001,"Anderson County, Tennessee",15.9,13.5,15.6,7.5,10.0,16.6,6.8,11.1,2.9,24.6
0500000US51085,"Hanover County, Virginia",7.7,9.5,15.1,21.0,13.6,16.1,8.0,5.0,4.0,25.0
0500000US53035,"Kitsap County, Washington",9.7,14.7,16.6,14.1,5.0,13.9,5.6,6.3,14.1,30.0
0500000US55055,"Jefferson County, Wisconsin",24.4,13.7,11.8,9.8,5.8,10.6,7.7,9.1,7.0,23.9
0500000US55087,"Outagamie County, Wisconsin",15.8,19.6,18.7,17.5,8.8,10.4,5.2,2.0,2.0,19.7
0500000US01049,"DeKalb County, Alabama",9.2,17.0,16.3,17.2,4.1,17.7,7.4,3.8,7.5,26.1
0500000US06007,"Butte County, California",21.5,21.3,16.0,8.4,6.0,10.4,3.1,6.2,7.1,22.8
0500000US06017,"El Dorado County, California",12.6,16.3,14.6,12.4,5.2,8.8,7.8,10.4,12.0,30.1
0500000US06025,"Imperial County, California",15.9,18.0,20.8,17.1,5.0,7.8,3.7,3.2,8.7,24.5
0500000US06029,"Kern County, California",11.2,17.4,21.4,18.7,6.4,9.5,4.0,4.8,6.5,23.5
0500000US06041,"Marin County, California",8.8,10.6,13.3,9.6,4.2,11.9,10.5,12.3,18.7,33.7
